Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,sadness,joy,fear,tentative,confident,anger
"So, when @sudhirchaudhary will be booked and arrested for violation of #Lockdown #Guidelines of Government and spreading #Covid19 #CoronaVirus deliberately.",2020-05-20 08:19:32+00:00,0,0,#Lockdown #Guidelines #Covid19 #CoronaVirus,Delhi,So when will be booked and arrested for violation of Lockdown Guidelines of Government and spreading Covid19 CoronaVirus deliberately,[],,,,,,,
"“What did you say?” “Wasn’t talking to you, was talking to the dog” A daily conversation in my house. #lockdown2020 #lockdownwithmydog #Lockdownextention #COVID19 #QuarantineDiaries",2020-05-20 08:10:51+00:00,0,1,#lockdown2020 #lockdownwithmydog #Lockdownextention #COVID19 #QuarantineDiaries,Delhi,What did you say Wasn t talking to you was talking to the dog A daily conversation in my house lockdown2020 lockdownwithmydog Lockdownextention COVID19 QuarantineDiaries,[],,,,,,,
"Educating them about registration & #Quarantine of reverse migrants @GP level, on-ground team of community health workers &amp; volunteers are supporting families in remote areas of #Odisha to fight strongly against #COVID19. https://bit.ly/2XH181c @PepsiCoIndia #IndiaShares",2020-05-20 07:19:50+00:00,3,11,#Quarantine #Odisha #COVID19 #IndiaShares,Delhi,Educating them about registration Quarantine of reverse migrants level on ground team of community health workers amp volunteers are supporting families in remote areas of Odisha to fight strongly against COVID19 IndiaShares,[],,,,,,,
"Take a look at our view on the virtual events, in the current unprecedented times of COVID-19. For more information, visit http://www.indebo.co.in #ConferencesbyIndebo #MICETalk #conferences #virtualevents #wednesdaywisdom #MICE #events #meetings #conventions #stayhome #COVID19 ",2020-05-20 07:15:01+00:00,0,0,#ConferencesbyIndebo #MICETalk #conferences #virtualevents #wednesdaywisdom #MICE #events #meetings #conventions #stayhome #stayhome #COVID19,Delhi,Take a look at our view on the virtual events in the current unprecedented times of COVID 19 For more information visit ConferencesbyIndebo MICETalk conferences virtualevents wednesdaywisdom MICE events meetings conventions stayhome COVID19,"[{'score': 0.505731, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Is it just me or is everyone an expert on resilience and new normal post #COVID19? Now tell me where the gin and tonic stockpiles are? ,2020-05-20 07:14:22+00:00,0,2,#COVID19,Delhi,Is it just me or is everyone an expert on resilience and new normal post COVID19 Now tell me where the gin and tonic stockpiles are,"[{'score': 0.534836, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
"I was out visiting the bank and had the face mask on for a mere 1 hour in total. And it was really uncomfortable and felt very unnatural with an urge to take it off every 5 minutes (which I resisted, ofcourse)... #covid19 #lockdown #delhi",2020-05-20 06:43:49+00:00,0,4,#covid19 #lockdown #delhi,Delhi,I was out visiting the bank and had the face mask on for a mere 1 hour in total And it was really uncomfortable and felt very unnatural with an urge to take it off every 5 minutes which I resisted ofcourse covid19 lockdown delhi,"[{'score': 0.570106, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,1.0,
#Covid19 Redfox Mayurvihar guests tested on 16th who came with us. But still v r waiting for cal 2 get d test. Govt is in connivance with private hotels to let them earn money n not bothered abt test. Total mismanagement. #pmoindia #arvindkejariwal #MoFHW #IndiaFightsCorona,2020-05-20 06:38:45+00:00,0,0,#Covid19 #pmoindia #arvindkejariwal #MoFHW #IndiaFightsCorona,Delhi,Covid19 Redfox Mayurvihar guests tested on 16th who came with us But still v r waiting for cal 2 get d test Govt is in connivance with private hotels to let them earn money n not bothered abt test Total mismanagement pmoindia arvindkejariwal MoFHW IndiaFightsCorona,[],,,,,,,
"https://twitter.com/GJayara12789918/status/1261937166931771392?s=09 #covid19 test In private hotels, they get income fr passengers arrived fr abroad n not bothered abt test. Whereas in Govt.quarantine, they test immedly. Why discrimination? #arvindkejariwal #drharshvardhan #MoFHW #pmoindia",2020-05-20 06:34:21+00:00,0,0,#covid19 #arvindkejariwal #drharshvardhan #MoFHW #pmoindia,Delhi,covid19 test In private hotels they get income fr passengers arrived fr abroad n not bothered abt test Whereas in Govt quarantine they test immedly Why discrimination arvindkejariwal drharshvardhan MoFHW pmoindia,[],,,,,,,
Thought of the day #morningvibes #morningmotivation #morningthought #hardwork #hardworkpayoff #bekind #bepositive #thinkpositive #wednesdayvibes #wednesdaythought #wednesdaymotibation #wednesdayquotes #realestate #Covid19#stayshomestaysafe – at Sector 81 Noida,2020-05-20 06:19:24+00:00,1,1,#morningvibes #morningmotivation #morningthought #hardwork #hardworkpayoff #bekind #bepositive #thinkpositive #wednesdayvibes #wednesdaythought #wednesdaymotibation #wednesdayquotes #realestate,Delhi,Thought of the day morningvibes morningmotivation morningthought hardwork hardworkpayoff bekind bepositive thinkpositive wednesdayvibes wednesdaythought wednesdaymotibation wednesdayquotes realestate Covid19 stayshomestaysafe at Sector 81 Noida,"[{'score': 0.596772, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Every Fourth #Migrant Returning To #Bihar From #Delhi Test Positive For #COVID19. So who is responsible @ArvindKejriwal @narendramodi @NitishKumar @drharshvardhan @MoHFW_INDIA @HRDMinistry #MigrantLabourers,2020-05-20 06:04:03+00:00,1,0,#Migrant #Bihar #Delhi #COVID19 #MigrantLabourers,Delhi,Every Fourth Migrant Returning To Bihar From Delhi Test Positive For COVID19 So who is responsible INDIA MigrantLabourers,"[{'score': 0.721618, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
"Stranded migrant workers struggling to reach their homes during extended countrywide lockdown, in New Delhi. #migrantworkers #covid19 #lockdown2020 #lockdownindia #javeddar Photos @javeddar786",2020-05-20 05:55:28+00:00,0,11,#migrantworkers #covid19 #lockdown2020 #lockdownindia #javeddar,Delhi,Stranded migrant workers struggling to reach their homes during extended countrywide lockdown in New Delhi migrantworkers covid19 lockdown2020 lockdownindia javeddar Photos,[],,,,,,,
"Despite all odds, #SingleSource #TablighiJamaat, #MigrantLabourers, D Most populous state #UP has least #Covid19 cases per 1000 people (01 case on 50K people) best recovery rate (60%). Great work @myogiadityanath @CMOfficeUP . @PMOIndia @MoHFW_INDIA @drharshvardhan @narendramodi",2020-05-20 05:33:09+00:00,1,2,#SingleSource #TablighiJamaat #MigrantLabourers #UP #Covid19,Delhi,Despite all odds SingleSource TablighiJamaat MigrantLabourers D Most populous state UP has least Covid19 cases per 1000 people 01 case on 50K people best recovery rate 60 Great work INDIA,"[{'score': 0.561417, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Getting Back To Work For counseling sessions contact tatvalifestylestudio@gmail.com What App - 00-91-9899838365 #precautions #covid19 #livingwithcovid #gettingbacktowork #togetherwecan #safety #health #hygynie #smallthings #bigdifference #eacheffortcounts,2020-05-20 05:20:09+00:00,0,0,#precautions #covid19 #livingwithcovid #gettingbacktowork #togetherwecan #safety #health #hygynie #smallthings #bigdifference #eacheffortcounts,Delhi,Getting Back To Work For counseling sessions contact tatvalifestylestudio com What App 00 91 9899838365 precautions covid19 livingwithcovid gettingbacktowork togetherwecan safety health hygynie smallthings bigdifference eacheffortcounts,[],,,,,,,
Book Jugnoo Auto Ride at Rs.29 upto 4km use Referral Code - 1A7F68E2 Earn Rs. 200 Extra More Exciting Discount see Offers You also invite and Earn Rs. 200 https://play.google.com/store/apps/details?id=product.clicklabs.jugnoo #COVID19 #JUGNOO #STAYHOME #STAYSAFE – at Gurugram - the new and improved Gurgaon,2020-05-20 04:51:08+00:00,0,0,#COVID19 #JUGNOO #STAYHOME #STAYHOME #STAYSAFE,Delhi,Book Jugnoo Auto Ride at Rs 29 upto 4km use Referral Code 1A7F68E2 Earn Rs 200 Extra More Exciting Discount see Offers You also invite and Earn Rs 200 COVID19 JUGNOO STAYHOME STAYSAFE at Gurugram the new and improved Gurgaon,"[{'score': 0.684386, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Spoke to @microsoft India HR head Ira Gupta about how the workforce was dealing with #COVID19 lockdown and working remotely ,2020-05-20 03:01:41+00:00,0,0,#COVID19,Delhi,Spoke to India HR head Ira Gupta about how the workforce was dealing with COVID19 lockdown and working remotely,[],,,,,,,
Government officials said that the demand for regulatory intervention in pricing came from airlines with weaker financials as they fear that post #COVID19 there will be a monopoly of #aviation market by market leader IndiGo potentially driving them out of business,2020-05-20 02:37:56+00:00,12,25,#COVID19 #aviation,Delhi,Government officials said that the demand for regulatory intervention in pricing came from airlines with weaker financials as they fear that post COVID19 there will be a monopoly of aviation market by market leader IndiGo potentially driving them out of business,"[{'score': 0.639776, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,1.0,,,
"BREAKING: India is mulling to fix a cap and floor price for air ticket pricing as a temporary measure, to save airlines from going bankrupt post #COVID19 The move, will be a drastic step back from the deregulation policy followed since 1994: https://wap.business-standard.com/article/companies/covid-19-crisis-govt-considers-regulating-air-ticket-prices-after-lockdown-120051901765_1.html #aviation",2020-05-20 02:34:33+00:00,103,182,#COVID19 #aviation,Delhi,BREAKING India is mulling to fix a cap and floor price for air ticket pricing as a temporary measure to save airlines from going bankrupt post COVID19 The move will be a drastic step back from the deregulation policy followed since 1994 aviation,"[{'score': 0.720121, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
#PM-CARES corpus crosses $1 billion. It shows Indian People's Faith in PM @narendramodi ji and commitment to support Bharat Mata at the time of #COVID19 crisis. Thanks All Of You for your generous donation.,2020-05-20 02:16:30+00:00,27,59,#PM #COVID19,Delhi,PM CARES corpus crosses 1 billion It shows Indian People s Faith in PM ji and commitment to support Bharat Mata at the time of COVID19 crisis Thanks All Of You for your generous donation,"[{'score': 0.67399, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.67107, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
"Positive News: India records 0.2 #COVID19 deaths per lakh population, far far better than big and developed countries.",2020-05-20 02:13:38+00:00,17,33,#COVID19,Delhi,Positive News India records 0 2 COVID19 deaths per lakh population far far better than big and developed countries,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,1.0,
"If what is being said by @sudhirchaudhary is true - @ndmaindia , @HMOIndia and @MoHFW_INDIA - Please take action #COVID19 also @PIB_India , @ANI , @PTI_News",2020-05-20 02:10:58+00:00,0,0,#COVID19,Delhi,If what is being said by is true and INDIA Please take action COVID19 also India News,[],,,,,,,
"India COVID19- Projection If we do not control this growth rate of 5.5% CDGD then even with a correction factor of 0.8, the projection is that in next 60 days we will reach 1.3 million cases. #covid19 ",2020-05-20 01:57:15+00:00,0,0,#covid19,Delhi,India COVID19 Projection If we do not control this growth rate of 5 5 CDGD then even with a correction factor of 0 8 the projection is that in next 60 days we will reach 1 3 million cases covid19,"[{'score': 0.678704, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"28 Tabligi Jihadi found in noida All were working under leadership of mastermind @sudhirchaudhary and were responsible to spread #Covid19 through @ZeeNews Investigation is under discussion to give colour, once it is Finalised FIR will be logged on innocents",2020-05-20 01:14:49+00:00,0,0,#Covid19,Delhi,28 Tabligi Jihadi found in noida All were working under leadership of mastermind and were responsible to spread Covid19 through Investigation is under discussion to give colour once it is Finalised FIR will be logged on innocents,[],,,,,,,
"True। Ud jaao, ruko nahi, thako nahi, faltu logo ki suno nai. So, this is for boys as well. Na faso, na fasao. And for all who wants the girl or boy to live in their point of view. Stay free.. #dontstop #covid19 #lockdown #freedom #feminist #sakshiv #vrai #BanTikTokApp #Covid_19",2020-05-20 01:10:37+00:00,0,1,#dontstop #covid19 #lockdown #freedom #feminist #sakshiv #vrai #BanTikTokApp #Covid_19,Delhi,True Ud jaao ruko nahi thako nahi faltu logo ki suno nai So this is for boys as well Na faso na fasao And for all who wants the girl or boy to live in their point of view Stay free dontstop covid19 lockdown freedom feminist sakshiv vrai BanTikTokApp Covid 19,"[{'score': 0.537081, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
TikTok rating in India: 16 May: 4.5 stars 17 May: 3.8 stars 18 May: 3.2 stars 19 May: 2.0 stars 20 May: ??? #TikTok #tiktokdown #tiktokrating #tiktokindia #tiktokban #tiktokleak #tiktokbanindia #tiktokleaked #tiktokboys #Tiktokvsyoutube #India #corona #covid19,2020-05-20 00:24:03+00:00,0,1,#TikTok #tiktokdown #tiktokrating #tiktokindia #tiktokban #tiktokleak #tiktokbanindia #tiktokleaked #tiktokboys #Tiktokvsyoutube #India #corona #covid19,Delhi,TikTok rating in India 16 May 4 5 stars 17 May 3 8 stars 18 May 3 2 stars 19 May 2 0 stars 20 May TikTok tiktokdown tiktokrating tiktokindia tiktokban tiktokleak tiktokbanindia tiktokleaked tiktokboys Tiktokvsyoutube India corona covid19,"[{'score': 0.55638, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.895671, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
"Definitely a good news! But what about the use of plastic? I fear it would have gone up during this #COVID19 crisis. (1/2) ""Global carbon emissions dropped 17% during COVID-19 lockdowns"" ",2020-05-19 21:45:04+00:00,1,0,#COVID19,Delhi,Definitely a good news But what about the use of plastic I fear it would have gone up during this COVID19 crisis 1 2 Global carbon emissions dropped 17 during COVID 19 lockdowns,"[{'score': 0.914732, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,1.0,,,
#Covid19: Dr WHO gets prescription wrong https://www.orfonline.org/expert-speak/covid19-dr-who-gets-prescription-wrong-63708/ via @orfonline @samirsaran,2020-05-19 19:08:09+00:00,7,10,#Covid19,Delhi,Covid19 Dr WHO gets prescription wrong via,"[{'score': 0.504543, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"""Global carbon emissions dropped 17% during COVID-19 lockdowns"" #Covid19 #COVID19Updates",2020-05-19 17:59:31+00:00,0,0,#Covid19 #COVID19Updates,Delhi,Global carbon emissions dropped 17 during COVID 19 lockdowns Covid19 COVID19Updates,[],,,,,,,
