Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,sadness,tentative,analytical,fear,anger
"It's a blessing to moderate session on issues of #MSME with Brahma, Vishnu &amp; Mahesh of the subject @aajtak @BJP4India @ZeeBusiness @PTI_News @PIB_India @ZeeNews @TimesNow @Manisha3005 #MSMEs #webinar #COVID19 – at Mumbai",2020-05-16 03:17:30+00:00,1,4,#MSME #MSMEs #webinar #COVID19,Mumbai,It s a blessing to moderate session on issues of MSME with Brahma Vishnu amp Mahesh of the subject News India MSMEs webinar COVID19 at Mumbai,"[{'score': 0.635017, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@MumbaiPolice @CMOMaharashtra @DGPMaharashtra @OfficeofUT @PMOIndia @HMOIndia @WHO #COVID2019india #COVID19 so why we are House arrest last 60 days ?? ,2020-05-16 02:50:37+00:00,0,0,#COVID2019india #COVID19,Mumbai,COVID2019india COVID19 so why we are House arrest last 60 days,"[{'score': 0.615236, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Good Morning!! Just going through the news on @abpmajhatv at 7 AM. The news shown about #NaviMumbai has some corrections. The total cases of #covid19 is 1,048 but on @abpmajhatv it’s showing as 10,048 kindly correct. #StayHome #StaySafe Thanks.",2020-05-16 01:43:03+00:00,0,0,#NaviMumbai #covid19 #StayHome #StayHome #StaySafe,Mumbai,Good Morning Just going through the news on at 7 AM The news shown about NaviMumbai has some corrections The total cases of covid19 is 1 048 but on it s showing as 10 048 kindly correct StayHome StaySafe Thanks,"[{'score': 0.826791, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#COVID19 Timely warning from the Oracle, T N Ninan in his weekend musings: https://www.business-standard.com/article/opinion/covid-19-big-picture-brace-for-a-disaster-much-bigger-than-you-expected-120051501271_1.html @bsindia Brace for a disaster much bigger than you expected.",2020-05-16 01:19:42+00:00,0,0,#COVID19,Mumbai,COVID19 Timely warning from the Oracle T N Ninan in his weekend musings Brace for a disaster much bigger than you expected,"[{'score': 0.505103, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
Most unfortunate Fallout of #covid19 #WuhanVirus #layoffs not sure what the situation is @Uber Indian operations,2020-05-15 20:46:05+00:00,0,1,#covid19 #WuhanVirus #layoffs,Mumbai,Most unfortunate Fallout of covid19 WuhanVirus layoffs not sure what the situation is Indian operations,"[{'score': 0.722586, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
Shri @RahulGandhi ji will be addressing a Press Conference today (16th May) at 12 PM #Pressconference #RahulGandhi #Congress #IndiaFightsCorona #COVID19,2020-05-15 19:21:47+00:00,0,0,#Pressconference #RahulGandhi #Congress #IndiaFightsCorona #COVID19,Mumbai,Shri ji will be addressing a Press Conference today 16th May at 12 PM Pressconference RahulGandhi Congress IndiaFightsCorona COVID19,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
"Rule #1: Never Set It To 2020 Rule #2: Don't Forget Rule #1 #BackToTheFuture #DeLorean #DMC #McFly #Memes #Coronavirus #COVID19 #Pandemic to #Endemic @Mumbai, Maharashtra https://www.instagram.com/p/CAOE41zFFzO/?igshid=1wt1xnrfmxt6l",2020-05-15 19:17:36+00:00,0,1,#BackToTheFuture #DeLorean #DMC #McFly #Memes #Coronavirus #COVID19 #Pandemic #Endemic,Mumbai,Rule 1 Never Set It To 2020 Rule 2 Don t Forget Rule 1 BackToTheFuture DeLorean DMC McFly Memes Coronavirus COVID19 Pandemic to Endemic Maharashtra,"[{'score': 0.72085, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
55 days in a row. We are way stronger than #covi̇d19 Your support is making us fill empty stomachs. Donate via http://www.amtmindia.org/donate/ Or Gpay : 9819380310 – at Animals Matter To Me,2020-05-15 17:58:28+00:00,7,35,#covi,Mumbai,55 days in a row We are way stronger than covi d19 Your support is making us fill empty stomachs Donate via Or Gpay 9819380310 at Animals Matter To Me,[],,,,,,,
"In this world of ours, the sparrow must live like a hawk if he is to fly at all. Hayao Miyazaki #Canon #gpgraphi #birds #wildlifephotography #COVID19 #Lockdown3",2020-05-15 16:40:46+00:00,3,5,#Canon #gpgraphi #birds #wildlifephotography #COVID19 #Lockdown3,Mumbai,In this world of ours the sparrow must live like a hawk if he is to fly at all Hayao Miyazaki Canon gpgraphi birds wildlifephotography COVID19 Lockdown3,[],,,,,,,
hope sanity prevails and #Mumbai is not subject to full #Lockdown4 ! time to learn to live with #COVID19 than believe extension will make it disappear ! Else more people will perish for non Covid reasons ! @PMOIndia @OfficeofUT @milinddeora @narendramodi @hvgoenka @anandmahindra,2020-05-15 16:38:41+00:00,0,0,#Mumbai #Lockdown4 #COVID19,Mumbai,hope sanity prevails and Mumbai is not subject to full Lockdown4 time to learn to live with COVID19 than believe extension will make it disappear Else more people will perish for non Covid reasons,"[{'score': 0.52118, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.73483, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,1.0,1.0,,
"Lockdown 4.0 or not we still have to fight against #covid19 Stay safe, stay healthy #covid_19 #coronavirus #pandemic2020 #stayawaybuttogether #socialdistancing #lockdown2020 #mumbaiquarantine #lockdownmumbai… https://www.instagram.com/p/CANx9t-njC-/?igshid=hasntdybwssc",2020-05-15 16:32:14+00:00,0,0,#covid19 #covid_19 #coronavirus #pandemic2020 #stayawaybuttogether #socialdistancing #lockdown2020 #mumbaiquarantine #lockdownmumbai,Mumbai,Lockdown 4 0 or not we still have to fight against covid19 Stay safe stay healthy covid 19 coronavirus pandemic2020 stayawaybuttogether socialdistancing lockdown2020 mumbaiquarantine lockdownmumbai,"[{'score': 0.544313, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"As we lose ourselves in the service of others, we discover our own lives and our own happiness. #ppekit #COVID19 #covid19india #coronavirusprevention #covidwarriors #letsfightagainstcorona #WarAgainstVirus #socialworker #youngactivist #unyouth #dilsethankyou #Mumbai",2020-05-15 16:26:03+00:00,0,4,#ppekit #COVID19 #covid19india #coronavirusprevention #covidwarriors #letsfightagainstcorona #WarAgainstVirus #socialworker #youngactivist #unyouth #dilsethankyou #Mumbai,Mumbai,As we lose ourselves in the service of others we discover our own lives and our own happiness ppekit COVID19 covid19india coronavirusprevention covidwarriors letsfightagainstcorona WarAgainstVirus socialworker youngactivist unyouth dilsethankyou Mumbai,"[{'score': 0.843979, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
This is the part of my new project. We medical officers converted one unused OPD room into an isolation ward for #COVID19 + HCWs Ofc I can't live without my #fairylights #positivehealthcareworkers #vibing with my roomie @PurvaRunique – at St. George Hospital,2020-05-15 16:03:43+00:00,23,333,#COVID19 #fairylights #positivehealthcareworkers #vibing,Mumbai,This is the part of my new project We medical officers converted one unused OPD room into an isolation ward for COVID19 HCWs Ofc I can t live without my fairylights positivehealthcareworkers vibing with my roomie at St George Hospital,[],,,,,,,
"Coronavirus in India Live Updates: Mumbai reports 933 new Covid-19 cases, 34 deaths; tally reaches 17,512 #CoronaVirusUpdates #COVID19",2020-05-15 15:59:13+00:00,0,0,#CoronaVirusUpdates #COVID19,Mumbai,Coronavirus in India Live Updates Mumbai reports 933 new Covid 19 cases 34 deaths tally reaches 17 512 CoronaVirusUpdates COVID19,"[{'score': 0.519381, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
#BMC H Ward sanitizing Containment building Highland Court A off #BandraReclamation. #COVID19 #coronavirus,2020-05-15 15:58:05+00:00,0,0,#BMC #BandraReclamation #COVID19 #coronavirus,Mumbai,BMC H Ward sanitizing Containment building Highland Court A off BandraReclamation COVID19 coronavirus,[],,,,,,,
#COVID19 #Maharashtra #Pune Rapid Action Force part of CAPF #Flag march #SahakarNagar @CMOMaharashtra @aparanjape @CPPuneCity,2020-05-15 15:56:49+00:00,3,6,#COVID19 #Maharashtra #Pune #Flag #SahakarNagar,Mumbai,COVID19 Maharashtra Pune Rapid Action Force part of CAPF Flag march SahakarNagar,"[{'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
@mybmc @mybmcWardT @OfficeofUT @WHO @PMOIndia #MyBMc commissioner sir inspite of many twits regular sterilisation and fogging is not happening in our society Mulund East area BMC not sees to be serious about people’s health issue on account of #COVID19 ,2020-05-15 15:38:08+00:00,0,0,#MyBMc #COVID19,Mumbai,MyBMc commissioner sir inspite of many twits regular sterilisation and fogging is not happening in our society Mulund East area BMC not sees to be serious about people s health issue on account of COVID19,"[{'score': 0.76423, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Say NO to DOMESTIC VIOLENCE ! Many women under lockdown for #covid19 face domestic violence where they should be safest-in their homes! DON'T MASK YOUR ABUSE! Domestic violence whatsapp number 7217735372 @NCWIndia #lockdownondomesticviolence #lockdownmeinlockup,2020-05-15 15:16:34+00:00,0,3,#covid19 #lockdownondomesticviolence #lockdownmeinlockup,Mumbai,Say NO to DOMESTIC VIOLENCE Many women under lockdown for covid19 face domestic violence where they should be safest in their homes DON T MASK YOUR ABUSE Domestic violence whatsapp number 7217735372 lockdownondomesticviolence lockdownmeinlockup,"[{'score': 0.528536, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
#BreakingNews #Mumbai 44 deaths and 933 positive cases reported @DeccanHerald #COVID19,2020-05-15 15:02:13+00:00,1,1,#BreakingNews #Mumbai #COVID19,Mumbai,BreakingNews Mumbai 44 deaths and 933 positive cases reported COVID19,"[{'score': 0.616165, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
@narendramodi 20 lakh crore mein to kuchh nahin mila per at least EMI ke liye thoda time aur extend kar dete to achcha hota.#COVID2019india #COVID19 #GoBJPGoCorona #EMIMoratorium #CoronaInMaharashtra #rbigovernor #RBI #rbipolicy @RBI,2020-05-15 14:38:19+00:00,0,1,#COVID2019india #COVID19 #GoBJPGoCorona #EMIMoratorium #CoronaInMaharashtra #rbigovernor #RBI #rbipolicy,Mumbai,20 lakh crore mein to kuchh nahin mila per at least EMI ke liye thoda time aur extend kar dete to achcha hota COVID2019india COVID19 GoBJPGoCorona EMIMoratorium CoronaInMaharashtra rbigovernor RBI rbipolicy,[],,,,,,,
These days made me realise how badly I want that #COVID19 has to be ended before Muharram ,2020-05-15 14:20:39+00:00,0,2,#COVID19,Mumbai,These days made me realise how badly I want that COVID19 has to be ended before Muharram,"[{'score': 0.645313, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.592138, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,1.0,,
AUTHENTIC information on #COVID19 by @WHO academy via mobile application. This is a fantastic news to access CREDIBLE information. @UN @UNESCO @UNDP @SDG2030 @ICMRDELHI @MoHFW_INDIA,2020-05-15 14:02:24+00:00,1,4,#COVID19,Mumbai,AUTHENTIC information on COVID19 by academy via mobile application This is a fantastic news to access CREDIBLE information INDIA,"[{'score': 0.528888, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
In the ongoing crisis of #COVID19 Mira bhayander witnessed a Simple and Social Distance maintaing wedding @kakadedeep Tysm for the small coverage of it https://youtu.be/-nFQYADBls8 @narendramodi @CMOMaharashtra @connectGEETA @iNarendraMehta,2020-05-15 13:36:31+00:00,0,1,#COVID19,Mumbai,In the ongoing crisis of COVID19 Mira bhayander witnessed a Simple and Social Distance maintaing wedding Tysm for the small coverage of it,[],,,,,,,
Is the sky still blue and the grass green? #COVID19 ,2020-05-15 13:25:28+00:00,0,0,#COVID19,Mumbai,Is the sky still blue and the grass green COVID19,"[{'score': 0.583212, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"69 new #COVID19 cases reported in #Karnataka between 5 pm yesterday &amp; 5 pm today. Total number of cases in the state is now at 1056, including 480 discharges &amp; 36 deaths: State Health Department",2020-05-15 12:31:59+00:00,0,0,#COVID19 #Karnataka,Mumbai,69 new COVID19 cases reported in Karnataka between 5 pm yesterday amp 5 pm today Total number of cases in the state is now at 1056 including 480 discharges amp 36 deaths State Health Department,"[{'score': 0.527605, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"13 more cases of #COVID19 have been reported in #Bihar, taking the total number of cases to 1012: Sanjay Kumar, State Principal Health Secretary",2020-05-15 12:31:43+00:00,0,2,#COVID19 #Bihar,Mumbai,13 more cases of COVID19 have been reported in Bihar taking the total number of cases to 1012 Sanjay Kumar State Principal Health Secretary,[],,,,,,,
"16 new positive #COVID19 cases reported in state today, taking the total number of cases to 576 and active cases to 80: #Kerala Chief Minister Pinarayi Vijayan",2020-05-15 12:31:05+00:00,0,1,#COVID19 #Kerala,Mumbai,16 new positive COVID19 cases reported in state today taking the total number of cases to 576 and active cases to 80 Kerala Chief Minister Pinarayi Vijayan,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
This shows why #Mumbai is the worst hit city due to #COVID19 in #India and the day is not far when govt. @CMOMaharashtra @AUThackeray @INCMumbai @MumbaiNCP also would need Indian Army &amp; CRPF in addition to the @MumbaiPolice to force everyone stay inside home &amp; complete shutdown.,2020-05-15 12:24:25+00:00,0,0,#Mumbai #COVID19 #India,Mumbai,This shows why Mumbai is the worst hit city due to COVID19 in India and the day is not far when govt also would need Indian Army amp CRPF in addition to the to force everyone stay inside home amp complete shutdown,"[{'score': 0.726668, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.69672, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"Two more people have tested positive for #COVID19 in #Jharkhand, taking the total number of cases to 205: Nitin Madan Kulkarni, State Health Secretary",2020-05-15 11:56:25+00:00,0,0,#COVID19 #Jharkhand,Mumbai,Two more people have tested positive for COVID19 in Jharkhand taking the total number of cases to 205 Nitin Madan Kulkarni State Health Secretary,"[{'score': 0.642403, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"Supreme Court decides that five benches, ordinarily comprising 3 judges, will take up all kinds of pending and fresh matters, including urgent ones, through video conferencing starting from May 18 till June 19 - continuing its work during summer vacation. #COVID19",2020-05-15 11:49:37+00:00,0,1,#COVID19,Mumbai,Supreme Court decides that five benches ordinarily comprising 3 judges will take up all kinds of pending and fresh matters including urgent ones through video conferencing starting from May 18 till June 19 continuing its work during summer vacation COVID19,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"One more person has been tested positive for #COVID19 in #Uttarakhand, taking the total number of cases to 79 out of which 28 cases are active: Uttarakhand Health Department",2020-05-15 11:48:41+00:00,0,1,#COVID19 #Uttarakhand,Mumbai,One more person has been tested positive for COVID19 in Uttarakhand taking the total number of cases to 79 out of which 28 cases are active Uttarakhand Health Department,"[{'score': 0.632066, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Border Security Force (#BSF) has reported 11 new #COVID19 positive cases in the last 24 hours. Since yesterday, 13 (#Tripura-10, #Delhi -03) BSF personnel have been discharged from hospital after testing negative for the virus: BSF",2020-05-15 11:39:44+00:00,0,0,#BSF #COVID19 #Tripura #Delhi,Mumbai,Border Security Force BSF has reported 11 new COVID19 positive cases in the last 24 hours Since yesterday 13 Tripura 10 Delhi 03 BSF personnel have been discharged from hospital after testing negative for the virus BSF,[],,,,,,,
