Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,analytical,confident,tentative,anger,fear
Salute to corona warriors... #thankyou #salute #respect #frontlinewarriors #indianpolice #waragainstvirus #covid19 #TheChakravartiTheatreGroup @The Chakravarti Theatre Group https://www.instagram.com/p/B_rRf4HJykN/?igshid=xuhnjvp7whwy,2020-05-02 06:54:23+00:00,0,0,#thankyou #thankyou #salute #respect #frontlinewarriors #indianpolice #waragainstvirus #covid19 #TheChakravartiTheatreGroup,Mumbai,Salute to corona warriors thankyou salute respect frontlinewarriors indianpolice waragainstvirus covid19 TheChakravartiTheatreGroup Chakravarti Theatre Group,"[{'score': 0.773277, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"7 labourers who had arrived from #Maharashtra via #Jhansi in government buses to Basti, have tested positive for #COVID19 : DM Basti ANI",2020-05-02 06:45:06+00:00,0,0,#Maharashtra #Jhansi #COVID19,Mumbai,7 labourers who had arrived from Maharashtra via Jhansi in government buses to Basti have tested positive for COVID19 DM Basti ANI,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"Today's #coronavirus recap -3.3 million cases &amp; 237,000+ deaths as of 1 May -1,046,000+ recoveries -WHO: #COVID19 has natural origins -10+ US states reopen businesses -Ecuador's deaths still surging -India extends lockdown -S. Africa eases restrictions ",2020-05-02 06:36:19+00:00,1,1,#coronavirus #COVID19,Mumbai,Today s coronavirus recap 3 3 million cases amp 237 000 deaths as of 1 May 1 046 000 recoveries WHO COVID19 has natural origins 10 US states reopen businesses Ecuador s deaths still surging India extends lockdown S Africa eases restrictions,"[{'score': 0.698903, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"Your Food will always take CENTRESTAGE We will be working in the background tirelessly, in the shadows, with the highest hygiene intact #covid19 #safetyfirst #safety… https://www.instagram.com/p/B_rIyVTFanK/?igshid=1rxo701yco2uy",2020-05-02 05:38:15+00:00,0,0,#covid19 #safetyfirst #safety,Mumbai,Your Food will always take CENTRESTAGE We will be working in the background tirelessly in the shadows with the highest hygiene intact covid19 safetyfirst safety,"[{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.649361, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
China has to pay for #Covid19 #boycottChineseProducts,2020-05-02 05:37:51+00:00,0,0,#Covid19 #boycottChineseProducts,Mumbai,China has to pay for Covid19 boycottChineseProducts,"[{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
@US_FDA @DrTedros @realDonaldTrump issues an #emergency #use #authorization (EUA) for antiviral drug #remdesivir for treatment of suspected or laboratory-confirmed #COVID19 in adults and children hospitalized with #severe #disease: #BreakingNews,2020-05-02 03:28:09+00:00,2,1,#emergency #use #authorization #remdesivir #COVID19 #severe #disease #BreakingNews,Mumbai,FDA issues an emergency use authorization EUA for antiviral drug remdesivir for treatment of suspected or laboratory confirmed COVID19 in adults and children hospitalized with severe disease BreakingNews,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"#Breaking The anti viral drug #remdesivir to treat #COVID19 in patients with low Oxygen levels, needing oxygen or ventilator support. #COVID__19",2020-05-02 03:17:57+00:00,0,0,#Breaking #remdesivir #COVID19 #COVID__19,Mumbai,Breaking The anti viral drug remdesivir to treat COVID19 in patients with low Oxygen levels needing oxygen or ventilator support COVID 19,"[{'score': 0.54248, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"#lockdown 3-0 here is what’s allowed and for which zone #covid19 -19 #pandemic #coronavirus @Mumbai, Maharashtra https://www.instagram.com/p/B_qvlhFpWRt/?igshid=cj6c4ikvvaij",2020-05-02 01:58:03+00:00,0,1,#lockdown #covid19 #pandemic #coronavirus,Mumbai,lockdown 3 0 here is what s allowed and for which zone covid19 19 pandemic coronavirus Maharashtra,[],,,,,,,
"#IndiaFightsCorona: 1075 (toll free) is there for you, at your service. Together we will fight #COVID19. #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown2",2020-05-02 00:46:38+00:00,0,0,#IndiaFightsCorona #COVID19 #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown2,Mumbai,IndiaFightsCorona 1075 toll free is there for you at your service Together we will fight COVID19 CoronaOutbreak SwasthaBharat HealthForAll Lockdown2,[],,,,,,,
"Today's #coronavirus recap -3.3 million cases &amp; 237,000+ deaths as of 1 May -1,046,000+ recoveries -WHO: #COVID19 has natural origins -10+ US states reopen businesses -Ecuador's deaths still surging -India extends lockdown -S. Africa eases restrictions ",2020-05-02 00:10:22+00:00,0,0,#coronavirus #COVID19,Mumbai,Today s coronavirus recap 3 3 million cases amp 237 000 deaths as of 1 May 1 046 000 recoveries WHO COVID19 has natural origins 10 US states reopen businesses Ecuador s deaths still surging India extends lockdown S Africa eases restrictions,"[{'score': 0.698903, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"Today's #coronavirus recap -3.3 million cases &amp; 237,000+ deaths as of 1 May -1,046,000+ recoveries -WHO: #COVID19 has natural origins -10+ US states reopen businesses -Ecuador's deaths still surging -India extends lockdown -S. Africa eases restrictions ",2020-05-02 00:08:17+00:00,0,0,#coronavirus #COVID19,Mumbai,Today s coronavirus recap 3 3 million cases amp 237 000 deaths as of 1 May 1 046 000 recoveries WHO COVID19 has natural origins 10 US states reopen businesses Ecuador s deaths still surging India extends lockdown S Africa eases restrictions,"[{'score': 0.698903, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
#Kuwait thanks #India for sending a Medical team and providing two tonnes of Medical equipment and for supplying of medicines to help fight the spread of #COVID19. ,2020-05-01 22:49:55+00:00,1,0,#Kuwait #India #COVID19,Mumbai,Kuwait thanks India for sending a Medical team and providing two tonnes of Medical equipment and for supplying of medicines to help fight the spread of COVID19,[],,,,,,,
I want to confirm from @MumbaiPolice that can we travel from Mumbai to UP from our personnel vehicle. Please let me know about this. #COVID19,2020-05-01 21:12:45+00:00,0,4,#COVID19,Mumbai,I want to confirm from that can we travel from Mumbai to UP from our personnel vehicle Please let me know about this COVID19,"[{'score': 0.777256, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Day 38 : Status Update of Covid 19 Krantinagar , Kandivali East . #realaniketjha #coronalockdownuk #indialockdown #covid19india #covidindia #COVID19 #virus #mumbaifightscorona #worldfightscorona #frontlinesupport #krantinagarcoronavirus #kandivalicoronavirus – at Lokhandwala Circle",2020-05-01 19:05:32+00:00,1,6,#realaniketjha #coronalockdownuk #indialockdown #covid19india #covidindia #COVID19 #virus #mumbaifightscorona #worldfightscorona #frontlinesupport #krantinagarcoronavirus #kandivalicoronavirus,Mumbai,Day 38 Status Update of Covid 19 Krantinagar Kandivali East realaniketjha coronalockdownuk indialockdown covid19india covidindia COVID19 virus mumbaifightscorona worldfightscorona frontlinesupport krantinagarcoronavirus kandivalicoronavirus at Lokhandwala Circle,[],,,,,,,
"#CoronaVirusUpdates: MHA issues new guidelines on the measures to be taken by Ministries, Depts. and States/UTs for containment of #COVID19 in the country for the extended period of national #lockdown for further period of two weeks w.e.f 04 May, 2020. #Lockdown3",2020-05-01 18:37:02+00:00,0,2,#CoronaVirusUpdates #COVID19 #lockdown #Lockdown3,Mumbai,CoronaVirusUpdates MHA issues new guidelines on the measures to be taken by Ministries Depts and States UTs for containment of COVID19 in the country for the extended period of national lockdown for further period of two weeks w e f 04 May 2020 Lockdown3,[],,,,,,,
#KaranJohar and #ZoyaAkhtar put together fundraiser for those affected by #COVID19... 85+ #Indian and global stars to collaborate... The 4-hour concert will be LIVE on #Facebook on Sun [3 May 2020] at 7:30 pm IST.,2020-05-01 18:27:31+00:00,0,1,#KaranJohar #ZoyaAkhtar #COVID19 #Indian #Facebook,Mumbai,KaranJohar and ZoyaAkhtar put together fundraiser for those affected by COVID19 85 Indian and global stars to collaborate The 4 hour concert will be LIVE on Facebook on Sun 3 May 2020 at 7 30 pm IST,"[{'score': 0.538154, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Quarantine 2020 Who else loves sequence? What are your favourite board games? . . . . . . . . . . #LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi̇d19 #lockdown2020 #lockdown #coronamemes… https://www.instagram.com/p/B_p5G02g2Rw/?igshid=izozbetld33d,2020-05-01 18:02:01+00:00,0,3,#LLTQuarantine2020 #LLTQuarantineDiary #LLTLockdownDiary #covi #lockdown2020 #lockdown #coronamemes,Mumbai,Quarantine 2020 Who else loves sequence What are your favourite board games LLTQuarantine2020 LLTQuarantineDiary LLTLockdownDiary covi d19 lockdown2020 lockdown coronamemes,"[{'score': 0.796118, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"ATC Selfie Friday #ASF @sachinbhatimrt from Mumbai, India. #airports #aviation #airport #coronavirus #covid19 #atco #atc #atclife #controltower #atcview #atc_view #atco #india #mumbai en Mumbai Airport https://www.instagram.com/p/B_p3CbJHPpa/?igshid=1ceq1a5s4j0af",2020-05-01 17:43:56+00:00,0,0,#ASF #airports #aviation #airport #coronavirus #covid19 #atco #atc #atclife #controltower #atcview #atc_view #atco #india #mumbai,Mumbai,ATC Selfie Friday ASF from Mumbai India airports aviation airport coronavirus covid19 atco atc atclife controltower atcview atc view atco india mumbai en Mumbai Airport,"[{'score': 0.5752, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Prime Minister #NarendraModi held a meeting today to deliberate on the issues and reforms required in the education sector including National Education Policy (NEP): PMO #TV9News #COVID19 ,2020-05-01 16:43:43+00:00,0,0,#NarendraModi #TV9News #COVID19,Mumbai,Prime Minister NarendraModi held a meeting today to deliberate on the issues and reforms required in the education sector including National Education Policy NEP PMO TV9News COVID19,"[{'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"751 persons test positive for #coronavirus in #Mumbai, highest in one day so far, taking tally to 7,625, PTI quotes BMC. #COVID19",2020-05-01 16:39:43+00:00,0,4,#coronavirus #Mumbai #COVID19,Mumbai,751 persons test positive for coronavirus in Mumbai highest in one day so far taking tally to 7 625 PTI quotes BMC COVID19,"[{'score': 0.605044, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,1.0,,,
"Plea moved in Delhi HC seeking directions to Centre, AAP govt in Delhi to ensure swift testing of #COVID19 and declaration of results within 48 hours PTI",2020-05-01 16:24:17+00:00,0,0,#COVID19,Mumbai,Plea moved in Delhi HC seeking directions to Centre AAP govt in Delhi to ensure swift testing of COVID19 and declaration of results within 48 hours PTI,"[{'score': 0.527237, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.773514, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
Delhi govt forms 12-member team to bring back students stuck in Kota in Rajasthan: Official order. #COVID19 #lockdown,2020-05-01 16:18:55+00:00,0,1,#COVID19 #lockdown,Mumbai,Delhi govt forms 12 member team to bring back students stuck in Kota in Rajasthan Official order COVID19 lockdown,[],,,,,,,
82 more persons have tested positive for #COVID19 in #Rajasthan taking the total number of cases to 2666; 62 deaths due to the virus recorded in state till date: Rajasthan Health department,2020-05-01 16:18:11+00:00,1,0,#COVID19 #Rajasthan,Mumbai,82 more persons have tested positive for COVID19 in Rajasthan taking the total number of cases to 2666 62 deaths due to the virus recorded in state till date Rajasthan Health department,"[{'score': 0.519491, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.605143, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,1.0,,,
"Three test #COVID19 positive in Surajpur, total cases in #Chhattisgarh now 43 PTI",2020-05-01 16:16:57+00:00,0,1,#COVID19 #Chhattisgarh,Mumbai,Three test COVID19 positive in Surajpur total cases in Chhattisgarh now 43 PTI,"[{'score': 0.882442, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"2 more #COVID19 patients have recovered in #HimachalPradesh; number of active cases in the State are 5 now: Nipun Jindal, State Special Secretary (Health)",2020-05-01 16:01:38+00:00,0,0,#COVID19 #HimachalPradesh,Mumbai,2 more COVID19 patients have recovered in HimachalPradesh number of active cases in the State are 5 now Nipun Jindal State Special Secretary Health,[],,,,,,,
"1008 new #COVID19 positive cases reported in #Maharashtra today, taking the total number of cases to 11506: State Health Department",2020-05-01 15:58:55+00:00,0,0,#COVID19 #Maharashtra,Mumbai,1008 new COVID19 positive cases reported in Maharashtra today taking the total number of cases to 11506 State Health Department,"[{'score': 0.598233, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.767592, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
The three shades of #Covid19 zones in India . The colour of your district may not be of your choice ..but let’s hope the whole country heads towards one colour soon- Green ,2020-05-01 15:34:07+00:00,0,2,#Covid19,Mumbai,The three shades of Covid19 zones in India The colour of your district may not be of your choice but let s hope the whole country heads towards one colour soon Green,"[{'score': 0.504816, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
Shouldnt the govt be asked what they did during the last lockdown period in order to combat COVID. How many new kits been made and how many people they have managed to feed. Besides how are they planning to help private organisations to face economic losses? #COVID19 #Coronavirus,2020-05-01 15:17:59+00:00,0,0,#COVID19 #Coronavirus,Mumbai,Shouldnt the govt be asked what they did during the last lockdown period in order to combat COVID How many new kits been made and how many people they have managed to feed Besides how are they planning to help private organisations to face economic losses COVID19 Coronavirus,"[{'score': 0.692448, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
"13 more #COVID19 cases reported in Karnataka, state's tally reaches 589: State health dept",2020-05-01 15:14:16+00:00,0,0,#COVID19,Mumbai,13 more COVID19 cases reported in Karnataka state s tally reaches 589 State health dept,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
16 more #COVID19 positive cases reported in Bihar taking the total number of cases to 466 in the state: #Bihar Principal Secretary (Health) Sanjay Kumar,2020-05-01 14:56:27+00:00,0,0,#COVID19 #Bihar,Mumbai,16 more COVID19 positive cases reported in Bihar taking the total number of cases to 466 in the state Bihar Principal Secretary Health Sanjay Kumar,"[{'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
