Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,confident,anger,sadness,tentative,fear
Driving has become so blissful. Is this how it feels to drive in countries with less population? Maja aa gaya! @RoadsOfMumbai #Mumbai #covid19,2020-03-21 15:16:55+00:00,0,4,#Mumbai #covid19,Mumbai,Driving has become so blissful Is this how it feels to drive in countries with less population Maja aa gaya Mumbai covid19,[],,,,,,,
It's #WorldWaterDay tomorrow and we've been washing our hands more often than usual due to #COVID19. Let's not forget to close the tap while we scrub our hands with soap for 20 seconds! Water crisis is the last thing we want now! #IndiaFightsCorona #Coronavirus @mybmc #SaveWater,2020-03-21 14:58:23+00:00,0,0,#WorldWaterDay #COVID19 #IndiaFightsCorona #Coronavirus #SaveWater,Mumbai,It s WorldWaterDay tomorrow and we ve been washing our hands more often than usual due to COVID19 Let s not forget to close the tap while we scrub our hands with soap for 20 seconds Water crisis is the last thing we want now IndiaFightsCorona Coronavirus SaveWater,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 14:57:41+00:00,0,0,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Total Active #COVID19 cases today #China 6013 #ROW 173000 Now China making Gloves, Masks, Clothes for Doctors Testing Kits, Ventilators .. To export to R O W @UN @POTUS @JPN_PMO @10DowningStreet @EmmanuelMacron @AFP @BBCWorld @PMOIndia Penalize P R China for #COVID19france",2020-03-21 14:56:47+00:00,0,0,#COVID19 #China #ROW #COVID19france,Mumbai,Total Active COVID19 cases today China 6013 ROW 173000 Now China making Gloves Masks Clothes for Doctors Testing Kits Ventilators To export to R O W PMO Penalize P R China for COVID19france,"[{'score': 0.555834, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona https://cards.twitter.com/cards/18ce53z9zje/980zq",2020-03-21 14:56:37+00:00,0,0,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Let's #StayHome, #StaySafe, and #BeUnlimited to help fight #COVID19. #JantaCurfew #IndiaFightsCOVID19",2020-03-21 14:55:12+00:00,18,47,#StayHome #StayHome #StaySafe #BeUnlimited #COVID19 #JantaCurfew #IndiaFightsCOVID19,Mumbai,Let s StayHome StaySafe and BeUnlimited to help fight COVID19 JantaCurfew IndiaFightsCOVID19,[],,,,,,,
@RealEricDane Please tell me you and the USS Nathan James are coming back with the cure for this virus too #coronavirus #covid19 #TheLastShip,2020-03-21 14:53:40+00:00,0,0,#coronavirus #covid19 #TheLastShip,Mumbai,Please tell me you and the USS Nathan James are coming back with the cure for this virus too coronavirus covid19 TheLastShip,[],,,,,,,
#BreakTheChain is the sole mantra and collective responsibility. @narendramodi #Covid19 #Corona,2020-03-21 14:52:47+00:00,0,1,#BreakTheChain #Covid19 #Corona,Mumbai,BreakTheChain is the sole mantra and collective responsibility Covid19 Corona,"[{'score': 0.58987, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Total Active #COVIDー19 cases today #China 6013 #ROW 173000 Now China making Gloves Masks Clothes for Doctors Testing Kits Ventilators .. To export to R O W @UN @POTUS @JPN_PMO @10DowningStreet @EmmanuelMacron @AFP @BBCWorld @PMOIndia Should Penalize P R China for #COVID19,2020-03-21 14:50:51+00:00,0,0,#COVID #China #ROW #COVID19,Mumbai,Total Active COVID 19 cases today China 6013 ROW 173000 Now China making Gloves Masks Clothes for Doctors Testing Kits Ventilators To export to R O W PMO Should Penalize P R China for COVID19,"[{'score': 0.569558, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
"Beyond #janta_curfew, it is time we use available evidence &amp; best practices to ramp up efforts to: - spread awareness about #COVID19 - increase #Covid19testing - enforce #SocialDistancing - set up as many isolation centres as possible @PMOIndia @CMOMaharashtra @rajeshtope1",2020-03-21 14:48:01+00:00,0,0,#janta_curfew #COVID19 #Covid19testing #SocialDistancing,Mumbai,Beyond janta curfew it is time we use available evidence amp best practices to ramp up efforts to spread awareness about COVID19 increase Covid19testing enforce SocialDistancing set up as many isolation centres as possible,"[{'score': 0.657509, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Make your day productive. Turn your Saturday/Sunday to #SanitizeDay. Clean all the handles, switches &amp; frequently touched surfaces at your home with a alcohol based hand sanitizer. Stop the spread #covid19 #coronavirusoutbreak #endcoronavirus #StopTheSpread #IndiaFightsCorona",2020-03-21 14:37:17+00:00,0,0,#SanitizeDay #covid19 #coronavirusoutbreak #endcoronavirus #StopTheSpread #IndiaFightsCorona,Mumbai,Make your day productive Turn your Saturday Sunday to SanitizeDay Clean all the handles switches amp frequently touched surfaces at your home with a alcohol based hand sanitizer Stop the spread covid19 coronavirusoutbreak endcoronavirus StopTheSpread IndiaFightsCorona,"[{'score': 0.765767, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Use #Staircase &amp; STOP using #Elevator if you are fit &amp; want to stay fit by burning calories. Reducing exposure to common places &amp; common surfaces will help control the spread. Stop the Spread #coronavirusoutbreak #covid19 #stayathome #Stopthespread #IndiaFightsCoronavirus,2020-03-21 14:33:57+00:00,0,0,#Staircase #Elevator #coronavirusoutbreak #covid19 #stayathome #stayathome #Stopthespread #IndiaFightsCoronavirus,Mumbai,Use Staircase amp STOP using Elevator if you are fit amp want to stay fit by burning calories Reducing exposure to common places amp common surfaces will help control the spread Stop the Spread coronavirusoutbreak covid19 stayathome Stopthespread IndiaFightsCoronavirus,[],,,,,,,
"""Love in Quarantine times"" @priyankachopra @nickjonas : @ajpaphotography #AjayPatilPhotography #PriyankaChopra #PriyankaChopraJonas #NickJonas #Jonas #quarantine #coronavirus #covid19 #couplegoals #paparazzi @… https://www.instagram.com/p/B9_78NTATrX/?igshid=16eu5f6ep61df",2020-03-21 14:27:17+00:00,0,0,#AjayPatilPhotography #PriyankaChopra #PriyankaChopraJonas #NickJonas #Jonas #quarantine #coronavirus #covid19 #couplegoals #paparazzi,Mumbai,Love in Quarantine times AjayPatilPhotography PriyankaChopra PriyankaChopraJonas NickJonas Jonas quarantine coronavirus covid19 couplegoals paparazzi,"[{'score': 0.766195, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 13:46:47+00:00,0,1,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"#Tara Jane Langston in #ICU. SUNDAY Diagnosed with #Covid19 Tara sent a video to her friends. Soon it became viral. Her message: ""Don't take any chances"" ""Don't smoke, you need those lungs"" @nishantchat @SureshNakhua @IGeetaSharma #CoronavirusPandemic #jantacurfewpledge",2020-03-21 13:43:02+00:00,8,16,#Tara #ICU #Covid19 #CoronavirusPandemic #jantacurfewpledge,Mumbai,Tara Jane Langston in ICU SUNDAY Diagnosed with Covid19 Tara sent a video to her friends Soon it became viral Her message Don t take any chances Don t smoke you need those lungs CoronavirusPandemic jantacurfewpledge,[],,,,,,,
The word lock down india heard for the first time. #Covid19,2020-03-21 13:13:45+00:00,0,0,#Covid19,Mumbai,The word lock down india heard for the first time Covid19,[],,,,,,,
Citizens have been buying medicines in bulk creating a shortage..... . @satejss . #satejshinde #midday #news #medicine #coronavirüsü #COVID19 #coronamumbai #coronaindia #bulk #kandivli #thakurvillage – at Thakur Village,2020-03-21 13:02:26+00:00,1,1,#satejshinde #midday #news #medicine #coronavir #COVID19 #coronamumbai #coronaindia #bulk #kandivli #thakurvillage,Mumbai,Citizens have been buying medicines in bulk creating a shortage satejshinde midday news medicine coronavir s COVID19 coronamumbai coronaindia bulk kandivli thakurvillage at Thakur Village,[],,,,,,,
@Uber @Uber_India can incorporate a few points from this article to have a final guideline for keeping cabs clean in #COVID19 times or throughout the year! ,2020-03-21 12:54:51+00:00,0,0,#COVID19,Mumbai,India can incorporate a few points from this article to have a final guideline for keeping cabs clean in COVID19 times or throughout the year,[],,,,,,,
"WHAT'S CLOSED, WHAT'S NOT...... . @satejss . #satejshinde #midday #pageone #news #juhubeach #closed #COVID19 #coronamumbai #coronaindia – at Juhu Beach",2020-03-21 12:53:27+00:00,0,0,#satejshinde #midday #pageone #news #juhubeach #closed #COVID19 #coronamumbai #coronaindia,Mumbai,WHAT S CLOSED WHAT S NOT satejshinde midday pageone news juhubeach closed COVID19 coronamumbai coronaindia at Juhu Beach,"[{'score': 0.611996, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
@virsanghvi people are giving worst treatment to @airindiain Crew and #healthcare professionals fighting against #covid19 ,2020-03-21 12:42:00+00:00,0,0,#healthcare #covid19,Mumbai,people are giving worst treatment to Crew and healthcare professionals fighting against covid19,"[{'score': 0.565613, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 12:39:36+00:00,0,0,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 12:32:21+00:00,0,1,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
The next outbreak? — #BillGates #warned #covid19 #coronavirus #pandemic #tedtalk #IN2015,2020-03-21 12:24:37+00:00,0,0,#BillGates #warned #covid19 #coronavirus #pandemic #tedtalk #IN2015,Mumbai,The next outbreak BillGates warned covid19 coronavirus pandemic tedtalk IN2015,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 12:24:14+00:00,0,35,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Since I will not be working as much next week, keeping DMs open - if you have mild symptoms, panicking about being asymptomatic carriers or need guidance or just losing your mind on how to deal with #COVID19 please feel free to message. I will try my best to help.",2020-03-21 12:03:49+00:00,9,11,#COVID19,Mumbai,Since I will not be working as much next week keeping DMs open if you have mild symptoms panicking about being asymptomatic carriers or need guidance or just losing your mind on how to deal with COVID19 please feel free to message I will try my best to help,"[{'score': 0.691339, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.790928, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,1.0
"Smart & efficient! A helmet that can detect body temperatures helps police officers battle #coronavirus in Shenzhen, China. #COVID19 @MumbaiPolice @mybmc @rajeshtope11 @OfficeofUT @AjitPawarSpeaks",2020-03-21 11:58:17+00:00,0,0,#coronavirus #COVID19,Mumbai,Smart efficient A helmet that can detect body temperatures helps police officers battle coronavirus in Shenzhen China COVID19,[],,,,,,,
"Beyond #janta_curfew, it is time we use available evidence &amp; best practices to ramp up efforts to: - spread awareness about #COVID19 - increase #Covid19testing - enforce #SocialDistancing &amp; go for 5-7 days of #Nationallockdown - set up as many isolation beds as possible",2020-03-21 11:55:40+00:00,0,0,#janta_curfew #COVID19 #Covid19testing #SocialDistancing #Nationallockdown,Mumbai,Beyond janta curfew it is time we use available evidence amp best practices to ramp up efforts to spread awareness about COVID19 increase Covid19testing enforce SocialDistancing amp go for 5 7 days of Nationallockdown set up as many isolation beds as possible,"[{'score': 0.736965, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.633374, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 11:54:32+00:00,0,2,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 11:53:04+00:00,0,0,#COVID19 #IndiaFightsCorona,Mumbai,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
