Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,analytical,sadness,tentative,fear,anger
MIRROR NOW INVESTIGATION Nearly 500 critical #covid19 patients are on the waiting list in top hospitals of #Mumbai #MirrorNow #CoronavirusLockdown @mybmc @AUThackeray,2020-05-29 15:49:23+00:00,1,7,#covid19 #Mumbai #MirrorNow #CoronavirusLockdown,Mumbai,MIRROR NOW INVESTIGATION Nearly 500 critical covid19 patients are on the waiting list in top hospitals of Mumbai MirrorNow CoronavirusLockdown,[],,,,,,,
"महाराष्ट्र लढणार अन् जिंकणारही The current count of #COVID19 patients in the state is 62228. Today, newly 2682 patients have been identified as positive. Also newly 8381 patients have been cured today. Total Active patients are 33124, Informed Home Minister @rajeshtope11",2020-05-29 15:40:36+00:00,0,2,#COVID19,Mumbai,The current count of COVID19 patients in the state is 62228 Today newly 2682 patients have been identified as positive Also newly 8381 patients have been cured today Total Active patients are 33124 Informed Home Minister,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
India COVID-19 patients saw record 10k cases recovered in a single day. Lets focus on #postivity &amp; #hope #Covid_19india #covid19 #IndiaFightsCorona,2020-05-29 15:35:35+00:00,0,6,#postivity #hope #Covid_19india #covid19 #IndiaFightsCorona,Mumbai,India COVID 19 patients saw record 10k cases recovered in a single day Lets focus on postivity amp hope Covid 19india covid19 IndiaFightsCorona,"[{'score': 0.530995, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Set 04 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:10:45+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai,Set 04 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
"Set 03 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:10:09+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai,Set 03 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
"Set 02 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:09:36+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai,Set 02 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
"Set 01 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:09:12+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai,Set 01 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
#AI-led #robots capable of sorting recyclable material are helping recycling facilities to continue operations amid the #COVID19 crisis. https://bit.ly/3gxJjZ4 @mashable #Robotics #BusinessContinuity,2020-05-29 14:57:31+00:00,3,13,#AI #robots #COVID19 #Robotics #BusinessContinuity,Mumbai,AI led robots capable of sorting recyclable material are helping recycling facilities to continue operations amid the COVID19 crisis Robotics BusinessContinuity,[],,,,,,,
Commuters get into a BEST bus at a stop.... . @satejss . #satejshinde #midday #news #COVID19 #Lockdown4 #commuters #bestbus #busstop – at Thakur Complex Flyover,2020-05-29 14:53:30+00:00,0,0,#satejshinde #midday #news #COVID19 #Lockdown4 #commuters #bestbus #busstop,Mumbai,Commuters get into a BEST bus at a stop satejshinde midday news COVID19 Lockdown4 commuters bestbus busstop at Thakur Complex Flyover,[],,,,,,,
#Covid19 death toll in #Maharashtra cross 2000 @DeccanHerald,2020-05-29 14:48:11+00:00,1,0,#Covid19 #Maharashtra,Mumbai,Covid19 death toll in Maharashtra cross 2000,"[{'score': 0.549743, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
#Covid19 #Maharashtra #GoodNews Highest single day over 8381 patients got discharge informs #Health Min @rajeshtope11 Total discharge- 26997 Case- 62228 Active cases- 33214 Death- 2098 #Mumbai 36932 deaths 1173 discharged 16008 Today 7358 discharged in Mumbai @rdivia,2020-05-29 14:44:42+00:00,2,1,#Covid19 #Maharashtra #GoodNews #Health #Mumbai,Mumbai,Covid19 Maharashtra GoodNews Highest single day over 8381 patients got discharge informs Health Min Total discharge 26997 Case 62228 Active cases 33214 Death 2098 Mumbai 36932 deaths 1173 discharged 16008 Today 7358 discharged in Mumbai,"[{'score': 0.674627, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.666537, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
Sir @OfficeofUT we think #Tward doesn’t care to reply why it has stopped daily #COVID19 updates. Pls look in to it @AUThackeray @AshwiniBhide @IqbalSinghChah2 @mybmcWardT,2020-05-29 14:40:23+00:00,1,2,#Tward #COVID19,Mumbai,Sir we think Tward doesn t care to reply why it has stopped daily COVID19 updates Pls look in to it,[],,,,,,,
2/n Society will be starting the work. There are many senior citizens and 1 cancer patient residing in our society. Many labourers will come. In this #Covid19 situation it will not be good.Request your immediate help.Attached the intimation letter copy. – at Patel Shopping Center,2020-05-29 14:28:57+00:00,0,0,#Covid19,Mumbai,2 n Society will be starting the work There are many senior citizens and 1 cancer patient residing in our society Many labourers will come In this Covid19 situation it will not be good Request your immediate help Attached the intimation letter copy at Patel Shopping Center,"[{'score': 0.562737, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Over 50 healthcare staff at AIIMS tested #COVID19 +ve in 48 hours AIIMS doctors: ""N95 masks &amp; PPEs don't meet even basic MOHFW safety standards. Our voice is met with FIRs, threats &amp; attempts to jeopardise our career. Its not the virus we are worried about its the Govts apathy"" ",2020-05-29 14:25:28+00:00,0,0,#COVID19,Mumbai,Over 50 healthcare staff at AIIMS tested COVID19 ve in 48 hours AIIMS doctors N95 masks amp PPEs don t meet even basic MOHFW safety standards Our voice is met with FIRs threats amp attempts to jeopardise our career Its not the virus we are worried about its the Govts apathy,"[{'score': 0.618278, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
2/n Society will be starting the work. There are many senior citizens and 1 cancer patient residing in our society. Many labourers will come. In this #Covid19 situation it will not be good.Request your immediate help.Attached the intimation letter copy. – at Patel Shopping Center,2020-05-29 14:22:36+00:00,0,0,#Covid19,Mumbai,2 n Society will be starting the work There are many senior citizens and 1 cancer patient residing in our society Many labourers will come In this Covid19 situation it will not be good Request your immediate help Attached the intimation letter copy at Patel Shopping Center,"[{'score': 0.562737, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"@MumbaiPolice @CPMumbaiPolice 2/n In this #Covid19 situation request your support in overcoming this situation. Address: B Building, Patel Shopping Center, Chandavarkar Lane, Borivali West – at Patel Shopping Center",2020-05-29 14:08:16+00:00,0,0,#Covid19,Mumbai,2 n In this Covid19 situation request your support in overcoming this situation Address B Building Patel Shopping Center Chandavarkar Lane Borivali West at Patel Shopping Center,[],,,,,,,
"@MumbaiPolice @CPMumbaiPolice 2/n In this #Covid19 situation request your support in overcoming this situation. Address: B Building, Patel Shopping Center, Chandavarkar Lane, Borivali West – at Patel Shopping Center",2020-05-29 14:04:07+00:00,0,0,#Covid19,Mumbai,2 n In this Covid19 situation request your support in overcoming this situation Address B Building Patel Shopping Center Chandavarkar Lane Borivali West at Patel Shopping Center,[],,,,,,,
We handed over PPE face shields to the Assistant Muncipal Commsioner of @mybmcWardFN for our BMC Frontline warriors who have been fearlessly combating the #Covid19 pandemic. #MNCDF Being the change ! #MNCDFrelief #MumbaiNorthCentralDistrictForum #AlloverMumbai – at F/North Ward Office Bldg.,2020-05-29 14:00:27+00:00,31,63,#Covid19 #MNCDF #MNCDFrelief #MumbaiNorthCentralDistrictForum #AlloverMumbai,Mumbai,We handed over PPE face shields to the Assistant Muncipal Commsioner of for our BMC Frontline warriors who have been fearlessly combating the Covid19 pandemic MNCDF Being the change MNCDFrelief MumbaiNorthCentralDistrictForum AlloverMumbai at F North Ward Office Bldg,[],,,,,,,
"A troop of monkeys in Meerut, India attacked a lab tech who was walking in the campus of the medical college and snatched away blood samples of 4 patients who had tested positive for the novel coronavirus. #covid19 #coronavirus #StaySafeStayHome",2020-05-29 13:34:11+00:00,0,0,#covid19 #coronavirus #StaySafeStayHome,Mumbai,A troop of monkeys in Meerut India attacked a lab tech who was walking in the campus of the medical college and snatched away blood samples of 4 patients who had tested positive for the novel coronavirus covid19 coronavirus StaySafeStayHome,[],,,,,,,
Few steps at a time We will defeat #COVID19 with our Almighty helping us always #coronavirus #FridayFeeling,2020-05-29 13:20:03+00:00,0,0,#COVID19 #coronavirus #FridayFeeling,Mumbai,Few steps at a time We will defeat COVID19 with our Almighty helping us always coronavirus FridayFeeling,"[{'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
One of the best infographics on #COVID19: Projected timeline for treatment &amp; prevention. #COVID19India,2020-05-29 12:27:39+00:00,17,32,#COVID19 #COVID19India,Mumbai,One of the best infographics on COVID19 Projected timeline for treatment amp prevention COVID19India,"[{'score': 0.766763, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Love the spirit of the city of Dreams. Be it train blasts, terrorist attacks,slum shaming, politics over immigrant workers..and now highest infusion of pandemic - it has been through the worst. & Yet it stands tall and strong, like always #COVID19 #mumbailockdown #mumbaikar",2020-05-29 12:08:44+00:00,1,4,#COVID19 #mumbailockdown #mumbaikar,Mumbai,Love the spirit of the city of Dreams Be it train blasts terrorist attacks slum shaming politics over immigrant workers and now highest infusion of pandemic it has been through the worst Yet it stands tall and strong like always COVID19 mumbailockdown mumbaikar,"[{'score': 0.507538, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Nice try Priyanka, but let’s bring your attention back to the state which is growing strength to strength everyday. #COVID19 @AUThackeray @CMOMaharashtra @mybmc",2020-05-29 11:12:26+00:00,0,0,#COVID19,Mumbai,Nice try Priyanka but let s bring your attention back to the state which is growing strength to strength everyday COVID19,"[{'score': 0.76688, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.597565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
What has been your one of the biggest learnings from the #COVID19 crisis? @i_RahulJain @EdelweissWM,2020-05-29 10:32:59+00:00,0,1,#COVID19,Mumbai,What has been your one of the biggest learnings from the COVID19 crisis RahulJain,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
@finkd #CEO and #founder of #Facebook talks about data leak and user privacy issues! Check it out! #MarkZuckerberg #coronavirus #Facebook #FacebookLive #data #cybersecurity #COVID19 #markz https://bit.ly/Facebook_sbt,2020-05-29 10:23:15+00:00,0,0,#CEO #founder #Facebook #MarkZuckerberg #coronavirus #Facebook #FacebookLive #data #cybersecurity #COVID19 #markz,Mumbai,CEO and founder of Facebook talks about data leak and user privacy issues Check it out MarkZuckerberg coronavirus Facebook FacebookLive data cybersecurity COVID19 markz,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"5 herbs & spices - Garlic, ginger, turmeric, ashwagandha & giloy from the house of #Ayurveda to boost immunity, purify blood &amp; prevent infections. Include these during #COVID19 home #Quarantine. Blog by @hthealthshots. #ayurveda4arogyta #nutrition",2020-05-29 10:08:33+00:00,2,6,#Ayurveda #COVID19 #Quarantine #ayurveda4arogyta #nutrition,Mumbai,5 herbs spices Garlic ginger turmeric ashwagandha giloy from the house of Ayurveda to boost immunity purify blood amp prevent infections Include these during COVID19 home Quarantine Blog by ayurveda4arogyta nutrition,"[{'score': 0.554063, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Understading the Locust attack India. #locust #locustswarm #Palavians #PalavaSamachar #PalavaCity #PalavaDiaries #MumbaiCity #PalavaFightsBack #covid19 #indiafightscorona #indiafightslocustswarm casabellapalava… https://www.instagram.com/p/CAxHUt6nS3W/?igshid=nwesnryxq0om,2020-05-29 09:52:53+00:00,0,0,#locust #locustswarm #Palavians #PalavaSamachar #PalavaCity #PalavaDiaries #MumbaiCity #PalavaFightsBack #covid19 #indiafightscorona #indiafightslocustswarm,Mumbai,Understading the Locust attack India locust locustswarm Palavians PalavaSamachar PalavaCity PalavaDiaries MumbaiCity PalavaFightsBack covid19 indiafightscorona indiafightslocustswarm casabellapalava,"[{'score': 0.568573, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
After breakdown of Aviation industry Automobile industry facing the wrath of #COVID19 Unemployment on the peak #Spain #coronavirus,2020-05-29 09:22:30+00:00,0,0,#COVID19 #Spain #coronavirus,Mumbai,After breakdown of Aviation industry Automobile industry facing the wrath of COVID19 Unemployment on the peak Spain coronavirus,[],,,,,,,
A touching story of boundless energy of RSS volunteers & #Nurses who rejoin the #COVID19 battle- Thank #RSS for help!: https://www.newsbharati.com/Encyc/2020/5/29/Nurses-fight-Corona.html via @eNewsBharati,2020-05-29 09:03:07+00:00,24,51,#Nurses #COVID19 #RSS,Mumbai,A touching story of boundless energy of RSS volunteers Nurses who rejoin the COVID19 battle Thank RSS for help via,"[{'score': 0.822081, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
