Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,tentative,analytical,confident,sadness,anger,fear
"Can't express the feeling of those #5minute5baje. On the call of our PM @narendramodi ji, our society expressed gratitude to all, who are working against #Covid19 #JanataCurfew #IndiaThanksCoronaWarriors #Covid_19india #CoronaUpdatesInIndia #JantaCurfewMarch22",2020-03-22 17:11:13+00:00,0,0,#5minute5baje #Covid19 #JanataCurfew #IndiaThanksCoronaWarriors #Covid_19india #CoronaUpdatesInIndia #JantaCurfewMarch22,Delhi,Can t express the feeling of those 5minute5baje On the call of our PM ji our society expressed gratitude to all who are working against Covid19 JanataCurfew IndiaThanksCoronaWarriors Covid 19india CoronaUpdatesInIndia JantaCurfewMarch22,"[{'score': 0.613762, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
A message from team @samarthyam for the health workers across the country working tirelessly to keep us safe and healthy - THANK YOU. #Covid19 #CoronavirusIndia #CoronaVirusUpdate,2020-03-22 16:57:48+00:00,0,0,#Covid19 #CoronavirusIndia #CoronaVirusUpdate,Delhi,A message from team for the health workers across the country working tirelessly to keep us safe and healthy THANK YOU Covid19 CoronavirusIndia CoronaVirusUpdate,"[{'score': 0.507505, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
This is what communism and China had brought upon its people. #Mao Now #WuhanVirus #COVID19 ,2020-03-22 16:55:32+00:00,0,0,#Mao #WuhanVirus #COVID19,Delhi,This is what communism and China had brought upon its people Mao Now WuhanVirus COVID19,[],,,,,,,
"Number of #Covid19 cases rises to 21 in Punjab, according to the State Health Department. One person has died in the state due to the disease.",2020-03-22 16:35:27+00:00,0,0,#Covid19,Delhi,Number of Covid19 cases rises to 21 in Punjab according to the State Health Department One person has died in the state due to the disease,"[{'score': 0.551736, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.907142, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"I would like to congratulation & compliment all Indians for responding with unprecedented enthusiasm, the call of Hon’ble pmoindia & making #JantaCurfew a great success. This manifest our resolve to contain #Covid19… https://www.instagram.com/p/B-CuUYmJjKl/?igshid=1rktwn8wr2uy5",2020-03-22 16:33:50+00:00,0,5,#JantaCurfew #Covid19,Delhi,I would like to congratulation compliment all Indians for responding with unprecedented enthusiasm the call of Hon ble pmoindia making JantaCurfew a great success This manifest our resolve to contain Covid19,"[{'score': 0.856836, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.519491, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
This was a very positive revelation of togetherness and period of solitude that has begun with Jan Shakti today. We are maintaining your call for 'Sankalp' & 'Sanyam'. Bharat Vijay ho! #CoronaUpdatesInIndia #5minute5baje #coronavirusinindia #Delhi #India #Covid #COVID19 ,2020-03-22 16:20:59+00:00,0,2,#CoronaUpdatesInIndia #5minute5baje #coronavirusinindia #Delhi #India #Covid #COVID19,Delhi,This was a very positive revelation of togetherness and period of solitude that has begun with Jan Shakti today We are maintaining your call for Sankalp Sanyam Bharat Vijay ho CoronaUpdatesInIndia 5minute5baje coronavirusinindia Delhi India Covid COVID19,"[{'score': 0.674687, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,1.0,,,
True #WorhFromHome #Covid19 ,2020-03-22 16:19:16+00:00,0,2,#WorhFromHome #Covid19,Delhi,True WorhFromHome Covid19,"[{'score': 0.700455, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"Time has to come to take #covid19 head on, we can’t be sitting idle, we have to figure out people affected and get them on medication / cure !! Let’s think how can we do it around us ! #COVID19outbreak #coronawarriors #coronavirusinindia",2020-03-22 16:00:07+00:00,1,0,#covid19 #COVID19outbreak #coronawarriors #coronavirusinindia,Delhi,Time has to come to take covid19 head on we can t be sitting idle we have to figure out people affected and get them on medication cure Let s think how can we do it around us COVID19outbreak coronawarriors coronavirusinindia,"[{'score': 0.561735, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Serious countries fighting pandemic #covid19 in this way. Beating utensils don't help. ,2020-03-22 15:55:06+00:00,4,5,#covid19,Delhi,Serious countries fighting pandemic covid19 in this way Beating utensils don t help,"[{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"At least this gem is part of the minibar. Mmmm Indian Sauvignon Blancs! . . . #saidnooneever #stayoptimistic #covid19 @Delhi, India https://www.instagram.com/p/B-CqgzbhAZ3KVfBwOPXqW5AzUfqqsNQ_EGqpZw0/?igshid=1n4r8f70izadm",2020-03-22 15:52:42+00:00,0,2,#saidnooneever #stayoptimistic #covid19,Delhi,At least this gem is part of the minibar Mmmm Indian Sauvignon Blancs saidnooneever stayoptimistic covid19 India,"[{'score': 0.516989, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
@emirates left so many people stranded yesterday in India by suspending their flights. They also suspended their phones leaving thousands of people stranded away from their homes and not giving answers about how to get back or refund. #takethemoneyandrun #COVID19,2020-03-22 15:48:24+00:00,0,2,#takethemoneyandrun #COVID19,Delhi,left so many people stranded yesterday in India by suspending their flights They also suspended their phones leaving thousands of people stranded away from their homes and not giving answers about how to get back or refund takethemoneyandrun COVID19,"[{'score': 0.607715, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Meanwhile in UK... and we call Indians “stupid”.. #COVID19 #COVIDIOT #Corona #CoronavirusPandemic #COVID19outbreak,2020-03-22 15:40:58+00:00,0,0,#COVID19 #COVIDIOT #Corona #CoronavirusPandemic #COVID19outbreak,Delhi,Meanwhile in UK and we call Indians stupid COVID19 COVIDIOT Corona CoronavirusPandemic COVID19outbreak,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
We should test her if she is #CoronaVirus positive. Her mind has been affected.. she’s showing clear symptoms of delusion... @Atheist_Krishna #COVID19 #JantaCurfew #IndiaFightsCorona #ModiCoronaMessage #coronavirusinindia,2020-03-22 15:37:44+00:00,0,0,#CoronaVirus #COVID19 #JantaCurfew #IndiaFightsCorona #ModiCoronaMessage #coronavirusinindia,Delhi,We should test her if she is CoronaVirus positive Her mind has been affected she s showing clear symptoms of delusion Krishna COVID19 JantaCurfew IndiaFightsCorona ModiCoronaMessage coronavirusinindia,"[{'score': 0.763553, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"D82 22/3: Did a 30 mins session of Yoga under the #COVID19 quarantine. Looks like this is the new normal for some time. Stay safe everyone. Wash your hands, don't touch your face, stay isolated, get tested if you show symptoms, be positive and productive, develop new skills.",2020-03-22 15:36:36+00:00,1,0,#COVID19,Delhi,D82 22 3 Did a 30 mins session of Yoga under the COVID19 quarantine Looks like this is the new normal for some time Stay safe everyone Wash your hands don t touch your face stay isolated get tested if you show symptoms be positive and productive develop new skills,"[{'score': 0.751234, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.627835, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
#Punjab govt ordered statewide #LockdownNow till 31st March to check spread of #Covid19 All essential Govt services will continue All DCs &amp; SSPs have been directed to implement the restrictions immediately. #coronavirusinindia @DelhiTotaltv @TotaltvH,2020-03-22 15:32:18+00:00,0,0,#Punjab #LockdownNow #Covid19 #coronavirusinindia,Delhi,Punjab govt ordered statewide LockdownNow till 31st March to check spread of Covid19 All essential Govt services will continue All DCs amp SSPs have been directed to implement the restrictions immediately coronavirusinindia,"[{'score': 0.780589, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
I want to appeal to US president @realDonaldTrump to remove the sanction against Iran in this hard time with suffering with #COVID19 outbreak in all over world.,2020-03-22 15:22:24+00:00,0,1,#COVID19,Delhi,I want to appeal to US president to remove the sanction against Iran in this hard time with suffering with COVID19 outbreak in all over world,"[{'score': 0.845122, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
"Can't express the feeling of those #5minute5baje. On the call of our PM @narendramodi ji, our society expressed gratitude to all, who are working against #Covid19 #JanataCurfew #IndiaThanksCoronaWarriors #Covid_19india #CoronaUpdatesInIndia #JantaCurfewMarch22",2020-03-22 15:15:47+00:00,0,0,#5minute5baje #Covid19 #JanataCurfew #IndiaThanksCoronaWarriors #Covid_19india #CoronaUpdatesInIndia #JantaCurfewMarch22,Delhi,Can t express the feeling of those 5minute5baje On the call of our PM ji our society expressed gratitude to all who are working against Covid19 JanataCurfew IndiaThanksCoronaWarriors Covid 19india CoronaUpdatesInIndia JantaCurfewMarch22,"[{'score': 0.613762, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"This is the situation across the globe in most countries.. morons are present in every nation including Pak & India... but wats worrysome is that.. bcz of a few, many will suffer!! @shoaib100mph #COVID19 #COVIDIOTS #CoronaStopKaroNa #CoronavirusOutbreak",2020-03-22 14:54:40+00:00,0,0,#COVID19 #COVIDIOTS #CoronaStopKaroNa #CoronavirusOutbreak,Delhi,This is the situation across the globe in most countries morons are present in every nation including Pak India but wats worrysome is that bcz of a few many will suffer COVID19 COVIDIOTS CoronaStopKaroNa CoronavirusOutbreak,"[{'score': 0.627604, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Dear @PUBG / @PUBGMOBILE kindly remove the time restriction of 6 hours a day for atleast 15 days, as most of the people are in lockdown due to covid-19 pandemic and they need to kill the stress. Help beating #covid19 #coronavirus #PUBGMOBILE #PUBG @PUBG_Support @PUBGMOBILE_IN",2020-03-22 14:39:35+00:00,1,1,#covid19 #coronavirus #PUBGMOBILE #PUBG,Delhi,Dear kindly remove the time restriction of 6 hours a day for atleast 15 days as most of the people are in lockdown due to covid 19 pandemic and they need to kill the stress Help beating covid19 coronavirus PUBGMOBILE PUBG Support IN,"[{'score': 0.551089, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Some good news to follow.. we are making the best of what we have.. #COVID19 #IndiaFightsCorona #JantaCurfew #coronaupdatesindia,2020-03-22 14:35:35+00:00,0,0,#COVID19 #IndiaFightsCorona #JantaCurfew #coronaupdatesindia,Delhi,Some good news to follow we are making the best of what we have COVID19 IndiaFightsCorona JantaCurfew coronaupdatesindia,"[{'score': 0.918335, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
"Gratitude #jantacurfew2020 It was such a good feeling to salute our real Heroes . .#swini2004 #jantacurfew #stayhome #staysafe #indiafightscorona #covıd19 #coronavirus #fightagainstcorona @Dwarka, Delhi https://www.instagram.com/p/B-CfjvgpggN/?igshid=1pdky4j39ksvl",2020-03-22 14:32:11+00:00,0,1,#jantacurfew2020 #swini2004 #jantacurfew #stayhome #stayhome #staysafe #indiafightscorona #cov #coronavirus #fightagainstcorona,Delhi,Gratitude jantacurfew2020 It was such a good feeling to salute our real Heroes swini2004 jantacurfew stayhome staysafe indiafightscorona cov d19 coronavirus fightagainstcorona Delhi,"[{'score': 0.937136, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"It is time for solidarity and social security for informal sector workers, who will be affected by #Corona #CoVId19 Govts @narendramodi &amp; State govts @ArvindKejriwal @OfficeofUT Plz create a relief fund2collect donations for benefits to poor. Allow ppl2donate @RajivKumar1",2020-03-22 14:02:33+00:00,2,8,#Corona #CoVId19,Delhi,It is time for solidarity and social security for informal sector workers who will be affected by Corona CoVId19 Govts amp State govts Plz create a relief fund2collect donations for benefits to poor Allow ppl2donate,[],,,,,,,
Whoever's Mom is forwarding my mom #COVID19 info can you please stop... #coronavirus #IndiaFightCorona,2020-03-22 13:59:54+00:00,0,1,#COVID19 #coronavirus #IndiaFightCorona,Delhi,Whoever s Mom is forwarding my mom COVID19 info can you please stop coronavirus IndiaFightCorona,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"#CoronaVirus advisory for the #COVIDIOTS ""woke liberals"": You can jump off a cliff, if you plan to commit suicide. But, close all holes and stay at home, if you don't want to be murdered for spreading #COVID19. ",2020-03-22 13:55:07+00:00,0,1,#CoronaVirus #COVIDIOTS #COVID19,Delhi,CoronaVirus advisory for the COVIDIOTS woke liberals You can jump off a cliff if you plan to commit suicide But close all holes and stay at home if you don t want to be murdered for spreading COVID19,"[{'score': 0.610116, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.520338, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
"Not just #Social_Distancing, those who ignore #selfquarantine directives should be severely punished. What action has #WestBengal police taken against that irresponsible #COVIDIOT who brought in the 1st #COVID19 case into your state?",2020-03-22 13:44:45+00:00,0,0,#Social_Distancing #selfquarantine #WestBengal #COVIDIOT #COVID19,Delhi,Not just Social Distancing those who ignore selfquarantine directives should be severely punished What action has WestBengal police taken against that irresponsible COVIDIOT who brought in the 1st COVID19 case into your state,"[{'score': 0.640433, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
Full list of all the 75 districts put under lockdown. This has got to be the largest lockdown (in terms of population) in the history. #COVID19 ,2020-03-22 13:35:36+00:00,0,1,#COVID19,Delhi,Full list of all the 75 districts put under lockdown This has got to be the largest lockdown in terms of population in the history COVID19,"[{'score': 0.734478, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,1.0,,,
@narendramodi @drharshvardhan @dr_maheshsharma @PankajSinghBJP @myogiadityanath @mygovindia @snikhil_social @mech_sri We supported #JANTACURFEW did you?? #Corona #LetsFightCorona #CoronavirusPandemic #coronaupdatesindia #COVID19 ,2020-03-22 13:27:43+00:00,0,1,#JANTACURFEW #Corona #LetsFightCorona #CoronavirusPandemic #coronaupdatesindia #COVID19,Delhi,maheshsharma social sri We supported JANTACURFEW did you Corona LetsFightCorona CoronavirusPandemic coronaupdatesindia COVID19,[],,,,,,,
