Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,sadness,joy,fear,confident,analytical,tentative,anger
#Giveaway #ContestAlert #FoundersDay #Quarantine #covid19 #corona #StayHome #staysafe Hygiene benefits my own health and impacts the lives of those around me..,2020-04-05 06:55:17+00:00,0,0,#Giveaway #ContestAlert #FoundersDay #Quarantine #covid19 #corona #StayHome #StayHome #staysafe,Delhi,Giveaway ContestAlert FoundersDay Quarantine covid19 corona StayHome staysafe Hygiene benefits my own health and impacts the lives of those around me,"[{'score': 0.788239, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Delhi Police @DelhiPolice appeals to people not to come out of their homes on Shab-e-Barat in view of #Covid19. Please #StayHome,2020-04-05 06:41:35+00:00,4,2,#Covid19 #StayHome #StayHome,Delhi,Delhi Police appeals to people not to come out of their homes on Shab e Barat in view of Covid19 Please StayHome,"[{'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Haha! Undertaker vs AJ Styles felt more like a Rajnikanth/Salman Khan movie. Braun Strowman finally gets the title he deserves in an embarrassing match. Goldberg shouldn't go down that easy! #WrestleMania #Wrestlemania36 #WWE #Covid19 @wwe #Undertaker @Goldberg @BraunStrowman,2020-04-05 06:36:40+00:00,0,1,#WrestleMania #Wrestlemania36 #WWE #Covid19 #Undertaker,Delhi,Haha Undertaker vs AJ Styles felt more like a Rajnikanth Salman Khan movie Braun Strowman finally gets the title he deserves in an embarrassing match Goldberg shouldn t go down that easy WrestleMania Wrestlemania36 WWE Covid19 Undertaker,"[{'score': 0.604862, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Global suffering, uncertainty, pain, loss of life and million other materialistic things are lessons enough to understand the value of vaccines They do work and are indeed needed for a safe and healthy world #VaccinesWork #Covid19 #FlattenTheCurve",2020-04-05 06:33:04+00:00,5,16,#VaccinesWork #Covid19 #FlattenTheCurve,Delhi,Global suffering uncertainty pain loss of life and million other materialistic things are lessons enough to understand the value of vaccines They do work and are indeed needed for a safe and healthy world VaccinesWork Covid19 FlattenTheCurve,"[{'score': 0.580872, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.667732, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
"#COVID19 death toll rises to 77, cases climb to 3,374: @MoHFW_INDIA",2020-04-05 06:20:29+00:00,1,9,#COVID19,Delhi,COVID19 death toll rises to 77 cases climb to 3 374 INDIA,"[{'score': 0.560726, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
I recommend #AarogyaSetuApp to fight against #COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,2020-04-05 05:53:46+00:00,0,0,#AarogyaSetuApp #COVID19,Delhi,I recommend AarogyaSetuApp to fight against COVID19 Please download and share it using this link Android iOS,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"If this video doesn't make you realise your privileges and ask your government the right questions about #COVID19 #Lockdown #Disability #Women #Children and much more, nothing else will via @TheQuint #CoronavirusOutbreakindia",2020-04-05 05:14:30+00:00,0,2,#COVID19 #Lockdown #Disability #Women #Children #CoronavirusOutbreakindia,Delhi,If this video doesn t make you realise your privileges and ask your government the right questions about COVID19 Lockdown Disability Women Children and much more nothing else will via CoronavirusOutbreakindia,"[{'score': 0.806276, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
True story! #coronavirus #AirPollution #covid19 #lockdowninindia,2020-04-05 04:23:33+00:00,0,5,#coronavirus #AirPollution #covid19 #lockdowninindia,Delhi,True story coronavirus AirPollution covid19 lockdowninindia,"[{'score': 0.665222, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
"Never be a prisoner of your past. It was just a lesson, not a life sentence!!! #StaySafe #JeetegaIndia against #Corona #WeWillWin against #Covid19 #AajRaat9PM #PM ke saath :) #JaiBharatMata @जय परशुराम बोलना पड़ेगा https://www.instagram.com/p/B-lams-gthl/?igshid=1h3p707pil3jp",2020-04-05 03:47:06+00:00,0,0,#StaySafe #JeetegaIndia #Corona #WeWillWin #Covid19 #AajRaat9PM #PM #JaiBharatMata,Delhi,Never be a prisoner of your past It was just a lesson not a life sentence StaySafe JeetegaIndia against Corona WeWillWin against Covid19 AajRaat9PM PM ke saath JaiBharatMata,[],,,,,,,
"SBI Delhi Circle has deployed Mobile ATMs too at many places to help customers withdraw cash. The Mobile ATMs are also sanitised and proper hygiene & safety steps are being followed to fight #COVID19 . Stay home, stay safe . @TheOfficialSBI @challasetty @DFS_India @FinMinIndia",2020-04-05 02:25:04+00:00,49,103,#COVID19,Delhi,SBI Delhi Circle has deployed Mobile ATMs too at many places to help customers withdraw cash The Mobile ATMs are also sanitised and proper hygiene safety steps are being followed to fight COVID19 Stay home stay safe India,[],,,,,,,
"Share your stories of how you're dealing with the on-going COVID-19 pandemic and the global lockdown, and what we as a society can do better. #covid19 #global #lockdown #stories #experience #message #with #theants #hope #stayhome #staysafe #stayhealthy #SocialDistancing",2020-04-04 23:55:45+00:00,0,0,#covid19 #global #lockdown #stories #experience #message #with #theants #hope #stayhome #stayhome #staysafe #stayhealthy #SocialDistancing,Delhi,Share your stories of how you re dealing with the on going COVID 19 pandemic and the global lockdown and what we as a society can do better covid19 global lockdown stories experience message with theants hope stayhome staysafe stayhealthy SocialDistancing,"[{'score': 0.589305, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
You can make Mask at Home. easy #COVID19 ,2020-04-04 22:43:40+00:00,0,0,#COVID19,Delhi,You can make Mask at Home easy COVID19,"[{'score': 0.703458, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
I am happy to see they are slowly appreciating the power of #electrifyingModiji. No collapse will happen! Only it will add positivity to defeat #COVID19 !,2020-04-04 21:22:58+00:00,0,0,#electrifyingModiji #COVID19,Delhi,I am happy to see they are slowly appreciating the power of electrifyingModiji No collapse will happen Only it will add positivity to defeat COVID19,"[{'score': 0.935258, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
Comleted 14 days at home...Now what? #COVID19,2020-04-04 19:59:53+00:00,0,0,#COVID19,Delhi,Comleted 14 days at home Now what COVID19,[],,,,,,,
Let's support and save our community by pledging to our Prime Minister's appeal for lightening up the lamps into our Residences to fight against global pandemic Covid-19 today 0900-0909 pm. #covid19… https://www.instagram.com/p/B-kixnzpBUn/?igshid=1lt0dvrdem6yc,2020-04-04 19:39:16+00:00,0,0,#covid19,Delhi,Let s support and save our community by pledging to our Prime Minister s appeal for lightening up the lamps into our Residences to fight against global pandemic Covid 19 today 0900 0909 pm covid19,[],,,,,,,
support and appreciate to the Corona Warriors @aajtak @republic #COVID19 #lockdown #StayAtHomeStaySafe #coronavirus,2020-04-04 19:03:04+00:00,0,1,#COVID19 #lockdown #StayAtHomeStaySafe #coronavirus,Delhi,support and appreciate to the Corona Warriors COVID19 lockdown StayAtHomeStaySafe coronavirus,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"#ChinavVirus / #COVID19 : Indeed, its need of the hour and needs to be followed through as such things should not be tolerated at all. #UNHRC #UN #WHOLiedPeopleDied #India #IndiaFightCorona #IndiaVsCorona #NationalCapitalTerritory #NCT #Delhi @PMOIndia @CMODelhi",2020-04-04 18:19:46+00:00,0,1,#ChinavVirus #COVID19 #UNHRC #UN #WHOLiedPeopleDied #India #IndiaFightCorona #IndiaVsCorona #NationalCapitalTerritory #NCT #Delhi,Delhi,ChinavVirus COVID19 Indeed its need of the hour and needs to be followed through as such things should not be tolerated at all UNHRC UN WHOLiedPeopleDied India IndiaFightCorona IndiaVsCorona NationalCapitalTerritory NCT Delhi,"[{'score': 0.716147, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"48 Hrs Lockdown in Odisha. But pissfools are non co-operative, against public order & causing sabotage to fight against #Covid19 . Bcz Others law abiding communities are Indoor. If pissfools trend doesn't stop, then they have activated Timebomb. @sagenaradamuni @TheChetak",2020-04-04 18:19:06+00:00,6,6,#Covid19,Delhi,48 Hrs Lockdown in Odisha But pissfools are non co operative against public order causing sabotage to fight against Covid19 Bcz Others law abiding communities are Indoor If pissfools trend doesn t stop then they have activated Timebomb,"[{'score': 0.563213, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
SemcoCare+ is supplying medical #ppe worldwide with the aim that all the frontline workers remain safe. Contact us for bulk orders. WorldWide - Mob: +91 9810068590 #covid19 #staysafestayhome #masks #fightagainstcoronavirus #ppeshortage #ppe #facemask #protectyourself,2020-04-04 18:15:47+00:00,1,1,#ppe #covid19 #staysafestayhome #masks #fightagainstcoronavirus #ppeshortage #ppe #facemask #protectyourself,Delhi,SemcoCare is supplying medical ppe worldwide with the aim that all the frontline workers remain safe Contact us for bulk orders WorldWide Mob 91 9810068590 covid19 staysafestayhome masks fightagainstcoronavirus ppeshortage ppe facemask protectyourself,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Sita ji as Humans Ravan as #covid19 Jatayu as Doctor Maarich wants jannat #ramayan visuals on our lockdown situation. #ravan #jatayu #lockdownlearning,2020-04-04 18:08:51+00:00,1,1,#covid19 #ramayan #ravan #jatayu #lockdownlearning,Delhi,Sita ji as Humans Ravan as covid19 Jatayu as Doctor Maarich wants jannat ramayan visuals on our lockdown situation ravan jatayu lockdownlearning,[],,,,,,,
Preparing for 'high point'- New York #COVID19 ,2020-04-04 18:07:40+00:00,1,11,#COVID19,Delhi,Preparing for high point New York COVID19,[],,,,,,,
Dear @TikTok_IN Tik tok star #angelrai07 make a video in her tik tok account &amp; criticized to our PM #Narendra_Modi_ji.She is not serious about #COVID19. Please watch this video &amp; take necessary action. @republic @sudhirchaudhary @aajtak @ZeeNews @PrakashJavdekar,2020-04-04 17:03:52+00:00,0,0,#angelrai07 #Narendra_Modi_ji #COVID19,Delhi,Dear IN Tik tok star angelrai07 make a video in her tik tok account amp criticized to our PM Narendra Modi ji She is not serious about COVID19 Please watch this video amp take necessary action,[],,,,,,,
"1st death of minor-COVID19-LA County,USA 18Mar-family didn’t learn abt virus diagnosis aft funeral.Corona-a serious problem.Pls stay home.#covi̇d19 #IndiaFightsCorona VC- @brutamerica @SSAhluwaliaMP @narendramodi @JPNadda @drharshvardhan @MoHFW_INDIA @BJP4India @BJP4Bengal",2020-04-04 16:52:52+00:00,1,1,#covi #IndiaFightsCorona,Delhi,1st death of minor COVID19 LA County USA 18Mar family didn t learn abt virus diagnosis aft funeral Corona a serious problem Pls stay home covi d19 IndiaFightsCorona VC INDIA,"[{'score': 0.663537, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
#CoronaVirusUpdates: Click on the link to get key updates of the day on #COVID19: https://tinyurl.com/vqpjgkl @PMOIndia @MoHFW_INDIA @PIB_India @drharshvardhan #IndiaFightsCorona #StayHome #COVID19Pandemic,2020-04-04 16:42:07+00:00,4,3,#CoronaVirusUpdates #COVID19 #IndiaFightsCorona #StayHome #StayHome #COVID19Pandemic,Delhi,CoronaVirusUpdates Click on the link to get key updates of the day on COVID19 INDIA India IndiaFightsCorona StayHome COVID19Pandemic,[],,,,,,,
"In view of the hardships faced by taxpayers due to the #COVID19 pandemic, CBDT issues notification dated 03rd April, 2020 easing the process of issue of certificates for lower rate/nil deduction/collection of TDS or TCS wrt FY 2019-20. #IndiaFightsCorona #StayAtHome #StaySafe",2020-04-04 16:33:15+00:00,2,4,#COVID19 #IndiaFightsCorona #StayAtHome #StayAtHome #StaySafe,Delhi,In view of the hardships faced by taxpayers due to the COVID19 pandemic CBDT issues notification dated 03rd April 2020 easing the process of issue of certificates for lower rate nil deduction collection of TDS or TCS wrt FY 2019 20 IndiaFightsCorona StayAtHome StaySafe,"[{'score': 0.772668, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
No boycott this time..Cong ldr in Lok Sabha @adhirrcinc Confirms to me that he will participate in Video Conf with PM @narendramodi on #COVID19 @ABPNews,2020-04-04 16:31:05+00:00,9,91,#COVID19,Delhi,No boycott this time Cong ldr in Lok Sabha Confirms to me that he will participate in Video Conf with PM on COVID19,[],,,,,,,
It’s fantastic to see how our PM @narendramodi are communicating with all the world leader and sharing the thoughts how we can fight together against #covid19 and help each other.,2020-04-04 16:20:29+00:00,0,0,#covid19,Delhi,It s fantastic to see how our PM are communicating with all the world leader and sharing the thoughts how we can fight together against covid19 and help each other,"[{'score': 0.790608, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
Log #24 D-Day+30 9th day of #workouts @WakefitMattress #appreciate yourself for fighting in #toughtimes. Not just #COVID19 you had been #struggling all these years to #survive and #grow. #youdidwell #weallareproud #likeYourself #loveyourself,2020-04-04 16:15:41+00:00,0,1,#workouts #appreciate #toughtimes #COVID19 #struggling #survive #grow #youdidwell #weallareproud #likeYourself #loveyourself,Delhi,Log 24 D Day 30 9th day of workouts appreciate yourself for fighting in toughtimes Not just COVID19 you had been struggling all these years to survive and grow youdidwell weallareproud likeYourself loveyourself,"[{'score': 0.537033, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Why are we buying #COVID19 test kits from China isn't many countries complained about the success rate of Chinese testing kits? #ChineseTestKits #Covid_19india,2020-04-04 16:15:09+00:00,0,3,#COVID19 #ChineseTestKits #Covid_19india,Delhi,Why are we buying COVID19 test kits from China isn t many countries complained about the success rate of Chinese testing kits ChineseTestKits Covid 19india,"[{'score': 0.640999, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"#Rajasthan: Doctor refuses to admit #pregnantwoman because she's #Muslim, her child dies after delivery #Covid19 #Lockdown",2020-04-04 15:58:05+00:00,3,1,#Rajasthan #pregnantwoman #Muslim #Covid19 #Lockdown,Delhi,Rajasthan Doctor refuses to admit pregnantwoman because she s Muslim her child dies after delivery Covid19 Lockdown,[],,,,,,,
