Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,sadness,tentative,confident,anger,fear
China should pay every country billions of dollars as a penalty for misleading and help spreading this #ChineseVirus19 #COVID19,2020-04-12 14:24:25+00:00,1,4,#ChineseVirus19 #COVID19,Mumbai,China should pay every country billions of dollars as a penalty for misleading and help spreading this ChineseVirus19 COVID19,"[{'score': 0.532911, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1,,1,,
Spurt of #COVID19 cases in Maharashtra despite lockdown. ,2020-04-12 14:14:50+00:00,0,0,#COVID19,Mumbai,Spurt of COVID19 cases in Maharashtra despite lockdown,"[{'score': 0.512449, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,1,,,,
"@CPMumbaiPolice @MumbaiPolice @mybmc @CMOMaharashtra situation is very bad in area ...If not covered it could be time bomb #covid19 it's horable sir, so please take action ",2020-04-12 13:54:36+00:00,0,0,#covid19,Mumbai,situation is very bad in area If not covered it could be time bomb covid19 it s horable sir so please take action,"[{'score': 0.514867, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
"‘Hero’ Morning sketch. Stay safe health workers, we with you on this til’ the end of the line #nhs #covi̇d19 #coronavirus #healthworkers #keyworkers #hospital #comicbooks #marvel #dccomics @Mumbai, Maharashtra https://www.instagram.com/p/B-4cQAtJmA-/?igshid=ggzj3xcz5xx8",2020-04-12 13:07:03+00:00,0,0,#nhs #covi #coronavirus #healthworkers #keyworkers #hospital #comicbooks #marvel #dccomics,Mumbai,Hero Morning sketch Stay safe health workers we with you on this til the end of the line nhs covi d19 coronavirus healthworkers keyworkers hospital comicbooks marvel dccomics Maharashtra,[],,,,,,,
Dear @CMOMaharashtra I urge you and its my humble Request to kindly arrange #Covid19 test for the Citizen of Marol asap.. @AUThackeray @mybmc @zeeshan_iyc @satyajeettambe @rajeshtope11 @bb_thorat,2020-04-12 13:06:30+00:00,0,1,#Covid19,Mumbai,Dear I urge you and its my humble Request to kindly arrange Covid19 test for the Citizen of Marol asap iyc thorat,[],,,,,,,
"Wishing you nothing but smiles, sunshine, and lots of sweet treats this Easter day. Shishu Vatika Pre-school wishes you “Happy Easter” . . . #covid19 #washinghands #socialdistancing #quarantine #preschool #kindergarten #kids #daycare #education #school #children",2020-04-12 12:48:07+00:00,0,0,#covid19 #washinghands #socialdistancing #quarantine #preschool #kindergarten #kids #daycare #education #school #children,Mumbai,Wishing you nothing but smiles sunshine and lots of sweet treats this Easter day Shishu Vatika Pre school wishes you Happy Easter covid19 washinghands socialdistancing quarantine preschool kindergarten kids daycare education school children,"[{'score': 0.927223, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
http://youtu.be/OV2l4ZmFu_M #MeghalayaPrays A prayer to unite people from all communities to stand in solidarity as we fight together the challenge of #Covid19. May this #Easter bring forth peace and healing to the world.,2020-04-12 12:45:02+00:00,0,3,#MeghalayaPrays #Covid19 #Easter,Mumbai,MeghalayaPrays A prayer to unite people from all communities to stand in solidarity as we fight together the challenge of Covid19 May this Easter bring forth peace and healing to the world,"[{'score': 0.762692, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.676008, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,1,,,,,
"#HeartDieases can occur anytime, even during this ongoing #covid19 crisis. Do Not Hesitate to consult with your cardiologist immediately when you feel any discomfort. Be #safe at home while maintaining #socialdistance. For consultation call on - 99202-32342 . . . . . . . #covid",2020-04-12 12:19:29+00:00,1,2,#HeartDieases #covid19 #safe #socialdistance #covid,Mumbai,HeartDieases can occur anytime even during this ongoing covid19 crisis Do Not Hesitate to consult with your cardiologist immediately when you feel any discomfort Be safe at home while maintaining socialdistance For consultation call on 99202 32342 covid,"[{'score': 0.875083, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1,,,
Quarantine Day 15 . #lockdown2020 #lockdown #covid #covid19 #covid19india #covidindia #coronanavimumbai #coronamumbai #coronavirüs #coronaindia #gocorona @Home@Koperkhairne https://www.instagram.com/p/B-4TxTJhg0y/?igshid=gs4ie2f5xbck,2020-04-12 11:52:58+00:00,0,0,#lockdown2020 #lockdown #covid #covid19 #covid19india #covidindia #coronanavimumbai #coronamumbai #coronavir #coronaindia #gocorona,Mumbai,Quarantine Day 15 lockdown2020 lockdown covid covid19 covid19india covidindia coronanavimumbai coronamumbai coronavir s coronaindia gocorona,[],,,,,,,
"The HCQ-AZ combination, when started immediately after diagnosis, is a safe and efficient treatment for COVID-19. #hydroxychroloquine #MangalamDrugs #mdol #Covid19 ",2020-04-12 11:30:59+00:00,0,12,#hydroxychroloquine #MangalamDrugs #mdol #Covid19,Mumbai,The HCQ AZ combination when started immediately after diagnosis is a safe and efficient treatment for COVID 19 hydroxychroloquine MangalamDrugs mdol Covid19,[],,,,,,,
Happy Easter everyone thank you @salsasneha @ruelhiphop #homies #easter #eggs #quarantine #happyus #eastereggs #easterbasket #easterbunny #eastercookies #covid19 #stayclean #staysafe #homesweethome #celebration… https://www.instagram.com/p/B-4QS2mpIbz/?igshid=1c6ab8nhajt4o,2020-04-12 11:22:38+00:00,0,0,#homies #easter #eggs #quarantine #happyus #eastereggs #easterbasket #easterbunny #eastercookies #covid19 #stayclean #staysafe #homesweethome #celebration,Mumbai,Happy Easter everyone thank you homies easter eggs quarantine happyus eastereggs easterbasket easterbunny eastercookies covid19 stayclean staysafe homesweethome celebration,"[{'score': 0.946636, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"25-year-old man, who in TikTok video ridiculed use of masks for protection against #COVID19, tests positive for the disease in Madhya Pradesh's Sagar district: Official",2020-04-12 11:12:26+00:00,1,4,#COVID19,Mumbai,25 year old man who in TikTok video ridiculed use of masks for protection against COVID19 tests positive for the disease in Madhya Pradesh s Sagar district Official,"[{'score': 0.573559, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
@uddhavthackeray need your comment to motivate these budding Doctors inspiration @AmitV_Deshmukh @bb_thorat @PawarSpeaks @MoHFW_INDIA @HRDMinistry @ravimehro @rsprasad @PTI_News Request you all to tag this post &amp; comment motivate Students who are read,2020-04-12 10:53:28+00:00,0,0,#COVID19,Mumbai,need your comment to motivate these budding Doctors inspiration Deshmukh thorat INDIA News Request you all to tag this post amp comment motivate Students who are ready to fight back amp WIN COVID19,"[{'score': 0.78001, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Stay Patient. Stay Home. Stay Safe. A fortnight more and hopefully we will get over the line! #mahindrafirstchoice #covid19 #stayhome #staysafe,2020-04-12 10:21:43+00:00,6,12,#mahindrafirstchoice #covid19 #stayhome #stayhome #staysafe,Mumbai,Stay Patient Stay Home Stay Safe A fortnight more and hopefully we will get over the line mahindrafirstchoice covid19 stayhome staysafe,[],,,,,,,
"Boi the post-lasik recovery period was scary. Lmao i am enjoying this quarantine btw #covi̇d19 @Kharghar, India https://www.instagram.com/p/B-4CaN9Dece/?igshid=e5z2datfor04",2020-04-12 09:21:15+00:00,0,1,#covi,Mumbai,Boi the post lasik recovery period was scary Lmao i am enjoying this quarantine btw covi d19 India,"[{'score': 0.560794, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Quidi Number 786 Lockdown days ..... #quarantineandchill #lockdownlife #stayhomesavelives #covıd19 #bestrong #healthandfitness #personaltrainer #coachlife #coronavírus #respectdoctorsandnurses… https://www.instagram.com/p/B-31TdVg1mt/?igshid=1rehapfx26wa9,2020-04-12 07:26:43+00:00,0,0,#quarantineandchill #lockdownlife #stayhomesavelives #cov #bestrong #healthandfitness #personaltrainer #coachlife #coronav #respectdoctorsandnurses,Mumbai,Quidi Number 786 Lockdown days quarantineandchill lockdownlife stayhomesavelives cov d19 bestrong healthandfitness personaltrainer coachlife coronav rus respectdoctorsandnurses,[],,,,,,,
Am sharing one more Love song under #Samshivacover for you all to express your love for the one you love (foreverwala ) :) #Lockdownday19 #Indiafightscarona #LetsstopspreadCaronavirus #Covid19 #StaySafe #StayPossitive Love &amp; Peace Sam Shiva https://m.facebook.com/story.php?story_fbid=3652962484746478&amp;id=239006566142104?sfnsn=scwshmo&amp;extid=7s56jTW0TykCbjGZ&amp;d=n&amp;vh=e,2020-04-12 06:11:03+00:00,0,0,#Samshivacover #Lockdownday19 #Indiafightscarona #LetsstopspreadCaronavirus #Covid19 #StaySafe #StayPossitive,Mumbai,Am sharing one more Love song under Samshivacover for you all to express your love for the one you love foreverwala Lockdownday19 Indiafightscarona LetsstopspreadCaronavirus Covid19 StaySafe StayPossitive Love amp Peace Sam Shiva,"[{'score': 0.916087, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
The humble Hydroxychloroquine Sulphate that has been around since years is all the world is talking about today. Team Mangalam is at the forefront in the production of this API to stand strong in the face of #COVID19 #MangalamDrugs #mdol #hydroxychroloquine,2020-04-12 05:46:48+00:00,5,21,#COVID19 #MangalamDrugs #mdol #hydroxychroloquine,Mumbai,The humble Hydroxychloroquine Sulphate that has been around since years is all the world is talking about today Team Mangalam is at the forefront in the production of this API to stand strong in the face of COVID19 MangalamDrugs mdol hydroxychroloquine,"[{'score': 0.610347, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Weather tracking & understanding has a big role in preventing d spread from #COVID__19 #COVID19.@amfahindia @AmitabhTiwari @cycfiroza @Utpal24x7 @muqbil_ahmar @luckyankit @ejazuddin @LokhandwalaBuzz @Mystique_Xpe @TheQuint @fayedsouza @RanaAyyub @GUNJANU,2020-04-12 03:49:14+00:00,2,3,#COVID__19 #COVID19,Mumbai,Weather tracking understanding has a big role in preventing d spread from COVID 19 COVID19 ahmar Xpe,"[{'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
Fantastic... I some how still feel old school punishment (not corporal) are way effective method of teaching lessons.. have seen vigilante resorting to them often in #coronatime #IndiaFightsCorona #COVID19 ,2020-04-12 03:15:49+00:00,0,0,#coronatime #IndiaFightsCorona #COVID19,Mumbai,Fantastic I some how still feel old school punishment not corporal are way effective method of teaching lessons have seen vigilante resorting to them often in coronatime IndiaFightsCorona COVID19,"[{'score': 0.582778, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.741983, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1,1,,1,,,
"We all are locked inside own house for own safety because of #covid19 , but we are not going to talk about it So , what i am saying is Visual effect is not about Budget it’s all about… https://www.instagram.com/p/B-3I21lnNTFu_4M7wfajElVepYDT0sTsYKzu9U0/?igshid=rukezbhelhnd",2020-04-12 00:58:21+00:00,0,0,#covid19,Mumbai,We all are locked inside own house for own safety because of covid19 but we are not going to talk about it So what i am saying is Visual effect is not about Budget it s all about,"[{'score': 0.785904, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
"Nursing a patient is like taking care of a senseless daughter. If she doesn't take treatment, the nurse puts her on the IV. #HealthCareWorkers #COVID19 #coronavirusinindia #CoronaInMaharashtra",2020-04-12 00:04:59+00:00,0,0,#HealthCareWorkers #COVID19 #coronavirusinindia #CoronaInMaharashtra,Mumbai,Nursing a patient is like taking care of a senseless daughter If she doesn t take treatment the nurse puts her on the IV HealthCareWorkers COVID19 coronavirusinindia CoronaInMaharashtra,[],,,,,,,
Making the most of this #covid19 lockdown...with the all time favourite #rockanthem by @gunsnroses #sweetchildofmine #quarantinejam #stayhomestaysafe #videooftheday #rocknroll #shotoniphone @Apple,2020-04-11 22:05:28+00:00,0,0,#covid19 #rockanthem #sweetchildofmine #quarantinejam #stayhomestaysafe #videooftheday #rocknroll #shotoniphone,Mumbai,Making the most of this covid19 lockdown with the all time favourite rockanthem by sweetchildofmine quarantinejam stayhomestaysafe videooftheday rocknroll shotoniphone,"[{'score': 0.68046, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Making the most of this #covid19 lockdown...with the all time favourite #rockanthem by gunsnroses #sweetchildofmine #quarantinejam #stayhomestaysafe #videooftheday #rocknroll #shotoniphone @Mumbai, Maharashtra https://www.instagram.com/p/B-2smgyFccl/?igshid=eqoeokjzo7os",2020-04-11 20:57:08+00:00,0,0,#covid19 #rockanthem #sweetchildofmine #quarantinejam #stayhomestaysafe #videooftheday #rocknroll #shotoniphone,Mumbai,Making the most of this covid19 lockdown with the all time favourite rockanthem by gunsnroses sweetchildofmine quarantinejam stayhomestaysafe videooftheday rocknroll shotoniphone Maharashtra,"[{'score': 0.685578, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"#BREAKING: US #COVID19 #coronavirus death toll reaches 20,000 — the most for any country in the world. The timeline: 2/29: 1 3/26: 1k 4/2: 5k 4/6: 10k 4/9: 15k 4/11: 20k (source @JohnsHopkins)",2020-04-11 20:55:15+00:00,0,1,#BREAKING #COVID19 #coronavirus,Mumbai,BREAKING US COVID19 coronavirus death toll reaches 20 000 the most for any country in the world The timeline 2 29 1 3 26 1k 4 2 5k 4 6 10k 4 9 15k 4 11 20k source,"[{'score': 0.723296, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
So what action @TelanganaDGP @TelanganaCMO has taken against @RSS4India #coronavirus #CoronaVillains #covid19 ,2020-04-11 20:13:07+00:00,0,0,#coronavirus #CoronaVillains #covid19,Mumbai,So what action has taken against coronavirus CoronaVillains covid19,[],,,,,,,
"Totally agree!! Let's call this #COVID19 virus by its real name, the #ChineseVirus @WHO",2020-04-11 19:47:48+00:00,0,0,#COVID19 #ChineseVirus,Mumbai,Totally agree Let s call this COVID19 virus by its real name the ChineseVirus,"[{'score': 0.866237, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
"In Solidarity with frontline doctors, nurses, caregivers, police, security, power and infra sector workers and delivery personnel... #fightingtogether #covi̇d19 #standtogether #istandwithdoctors @Mumbai, Maharashtra https://www.instagram.com/p/B-2UZ-IDv0q/?igshid=1xztn70bn9gb0",2020-04-11 17:20:02+00:00,0,0,#fightingtogether #covi #standtogether #istandwithdoctors,Mumbai,In Solidarity with frontline doctors nurses caregivers police security power and infra sector workers and delivery personnel fightingtogether covi d19 standtogether istandwithdoctors Maharashtra,[],,,,,,,
"Did you know Forever ImmuBlend delivers immune boosting power? #thealoeveracompany #immunesupport #covi̇d19 @Wadala, Maharashtra, India https://www.instagram.com/p/B-2S1A_jaNg/?igshid=6w0rrwlhbhbu",2020-04-11 17:06:32+00:00,0,0,#thealoeveracompany #immunesupport #covi,Mumbai,Did you know Forever ImmuBlend delivers immune boosting power thealoeveracompany immunesupport covi d19 Maharashtra India,"[{'score': 0.64311, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,1,,,1,,
Do watch my vlog here and do comment https://youtu.be/x1QA_N534C0 #lockdown2020 #lockdown #quarantinelife #quarantineandchill #quarantine #quarentine #covid #covid19 #corona #coronamemes #corona #coronarender… https://www.instagram.com/p/B-2SnRgpzrw/?igshid=100uvyh2y0dcm,2020-04-11 17:04:22+00:00,0,0,#lockdown2020 #lockdown #quarantinelife #quarantineandchill #quarantine #quarentine #covid #covid19 #corona #coronamemes #corona #coronarender,Mumbai,Do watch my vlog here and do comment lockdown2020 lockdown quarantinelife quarantineandchill quarantine quarentine covid covid19 corona coronamemes corona coronarender,[],,,,,,,
