Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,tentative,analytical,sadness,fear,anger
"BIG BREAKING: Lockdown has been extended by another Two weeks, till May 17 #Lockdown3 #Corona #Covid19",2020-05-01 13:06:50+00:00,0,0,#Lockdown3 #Corona #Covid19,Pune,BIG BREAKING Lockdown has been extended by another Two weeks till May 17 Lockdown3 Corona Covid19,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
#BreakingNews: The #lockdown extended by two weeks with effect from 4 May to 17 May: MHA http://www.esakal.com #Sakal #SakalNews #viral #ViralNews #SakalMedia #news #Corona #COVID2019 #COVID #coronavirus #COVID19 #coronavirusindia #LockdownExtended,2020-05-01 13:04:47+00:00,0,5,#BreakingNews #lockdown #Sakal #SakalNews #viral #ViralNews #SakalMedia #news #Corona #COVID2019 #COVID #coronavirus #COVID19 #coronavirusindia #LockdownExtended,Pune,BreakingNews The lockdown extended by two weeks with effect from 4 May to 17 May MHA Sakal SakalNews viral ViralNews SakalMedia news Corona COVID2019 COVID coronavirus COVID19 coronavirusindia LockdownExtended,"[{'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
#BreakingNews: Lockdown extended by two weeks with effect May 4: MHA http://www.esakal.com #Sakal #SakalNews #viral #ViralNews #SakalMedia #news #Corona #COVID2019 #COVID #coronavirus #COVID19 #coronavirusindia,2020-05-01 13:01:15+00:00,0,4,#BreakingNews #Sakal #SakalNews #viral #ViralNews #SakalMedia #news #Corona #COVID2019 #COVID #coronavirus #COVID19 #coronavirusindia,Pune,BreakingNews Lockdown extended by two weeks with effect May 4 MHA Sakal SakalNews viral ViralNews SakalMedia news Corona COVID2019 COVID coronavirus COVID19 coronavirusindia,"[{'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
#BreakingNews: Lockdown extended by two weeks with effect May 4: MHA http://www.sakaltimes.com #Sakal #SakalNews #viral #ViralNews #SakalTimes #news #Corona #COVID2019 #COVID #coronavirus #COVID19 #coronavirusindia,2020-05-01 13:00:39+00:00,0,2,#BreakingNews #Sakal #SakalNews #viral #ViralNews #SakalTimes #news #Corona #COVID2019 #COVID #coronavirus #COVID19 #coronavirusindia,Pune,BreakingNews Lockdown extended by two weeks with effect May 4 MHA Sakal SakalNews viral ViralNews SakalTimes news Corona COVID2019 COVID coronavirus COVID19 coronavirusindia,"[{'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"The long-lasting impact of the #CoronaOutbreak is turning out to be more severe and effecting more people than any nuclear weapon. China definitely deserves a severe punishment for ""creating"" this deadly and devastating biological weapon. #COVID19 #ChineseVirus19",2020-05-01 12:39:01+00:00,0,0,#CoronaOutbreak #COVID19 #ChineseVirus19,Pune,The long lasting impact of the CoronaOutbreak is turning out to be more severe and effecting more people than any nuclear weapon China definitely deserves a severe punishment for creating this deadly and devastating biological weapon COVID19 ChineseVirus19,"[{'score': 0.503889, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.714957, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
Without Labour Nothing Prospers. Rolls Mania salutes all the labours celebrating labour day every day. . . . . . #labourday #labourday2020 #mayday #maharashtraday #workers #stayhome #stayhomestaysafe #covid19 #quarantine #thankyou #internationallabourday,2020-05-01 12:05:42+00:00,0,1,#labourday #labourday2020 #mayday #maharashtraday #workers #stayhome #stayhome #stayhomestaysafe #covid19 #quarantine #thankyou #thankyou #internationallabourday,Pune,Without Labour Nothing Prospers Rolls Mania salutes all the labours celebrating labour day every day labourday labourday2020 mayday maharashtraday workers stayhome stayhomestaysafe covid19 quarantine thankyou internationallabourday,"[{'score': 0.71616, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"On the occasion of international labor day, this attempt to decode Core Responsibility of HR in Pandemic http://bit.ly/2VSjLOb Please share your feedback in comments! Like and share if you find the blog interesting #HR #HumanResources #Corona #Covid19 #Lockdown",2020-05-01 11:51:15+00:00,0,0,#HR #HumanResources #Corona #Covid19 #Lockdown,Pune,On the occasion of international labor day this attempt to decode Core Responsibility of HR in Pandemic Please share your feedback in comments Like and share if you find the blog interesting HR HumanResources Corona Covid19 Lockdown,"[{'score': 0.806077, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Remember workers all over world suffering due #COVID19 remember #LabourDay world rest on hard work,2020-05-01 11:28:02+00:00,0,0,#COVID19 #LabourDay,Pune,Remember workers all over world suffering due COVID19 remember LabourDay world rest on hard work,"[{'score': 0.870866, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.802757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,1.0,,
"Don't trust on word, See the real Picture!! Captured By jealous_depiction Farewell Trip Diaries!!! #latepost #maharashtra #travel #friends #adventure #trip #wanderlust #you #covid19 #lockdown #mountain #cool #sky… https://www.instagram.com/p/B_pDUGCBtO4/?igshid=150okn74b8rv3",2020-05-01 10:11:57+00:00,0,2,#latepost #maharashtra #travel #friends #adventure #trip #wanderlust #you #covid19 #lockdown #mountain #cool #sky,Pune,Don t trust on word See the real Picture Captured By jealous depiction Farewell Trip Diaries latepost maharashtra travel friends adventure trip wanderlust you covid19 lockdown mountain cool sky,"[{'score': 0.88722, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@puneruralpolice @DGPMaharashtra @OfficialPMRDA @CMOMaharashtra kindly help during this tough time #COVID19 @marvelrealtors message is shocking. Not sure what they do with residents money. @CPPuneCity @AUThackeray @narendramodi @PMOIndia @SandipSatav_ @Anilsatavpatil1 ,2020-05-01 09:01:36+00:00,0,0,#COVID19,Pune,kindly help during this tough time COVID19 message is shocking Not sure what they do with residents money,[],,,,,,,
"#Maharashtra #covid19 zones district wise. Only few districts are in green zone. . . . . . . . #pune #mumbai #Aurangabad #nagpur Source : #News18 @Pune, Maharashtra https://www.instagram.com/p/B_oqtvplQAA/?igshid=rnehs9nx0ff7",2020-05-01 06:36:59+00:00,1,1,#Maharashtra #covid19 #pune #mumbai #Aurangabad #nagpur #News18,Pune,Maharashtra covid19 zones district wise Only few districts are in green zone pune mumbai Aurangabad nagpur Source News18 Maharashtra,"[{'score': 0.504083, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Mood, right now! #COVID19 ",2020-05-01 04:36:31+00:00,0,0,#COVID19,Pune,Mood right now COVID19,"[{'score': 0.513693, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Whatever others think or do, lower not your standard of #Purity, #Morality, and #Love. #lockdownhustle #MayDay #maharashtraday.#StayHome #COVID19 ...#FredMantra...",2020-05-01 03:16:33+00:00,0,0,#Purity #Morality #Love #lockdownhustle #MayDay #maharashtraday #StayHome #StayHome #COVID19 #FredMantra,Pune,Whatever others think or do lower not your standard of Purity Morality and Love lockdownhustle MayDay maharashtraday StayHome COVID19 FredMantra,"[{'score': 0.813549, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"""A worker is a creator and a great asset to every nation."" Let's express our #gratitude for the hard work and dedication that the workers put in their jobs. #International #LabourDay #worker #indiragroup #pune #covid19 #IGICelebrates @ISBS_Indira @IIMP_MBA @INDIRASCHOOL",2020-04-30 19:38:59+00:00,2,4,#gratitude #gratitude #International #LabourDay #worker #indiragroup #pune #covid19 #IGICelebrates,Pune,A worker is a creator and a great asset to every nation Let s express our gratitude for the hard work and dedication that the workers put in their jobs International LabourDay worker indiragroup pune covid19 IGICelebrates Indira MBA,"[{'score': 0.639783, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"In these tough times of #COVID19 the essence, and significance of regular workouts and nutrition planning is in demand as people are understanding how the said two factors translate towards building strength,… https://www.instagram.com/p/B_nAfZ0jCAq/?igshid=seqygoug810n",2020-04-30 16:35:16+00:00,1,2,#COVID19,Pune,In these tough times of COVID19 the essence and significance of regular workouts and nutrition planning is in demand as people are understanding how the said two factors translate towards building strength,"[{'score': 0.914836, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"In these tough times of #COVID19 the essence, and significance of regular workouts and nutrition planning is in demand as people are understanding how the said two factors translate towards building strength,… https://www.instagram.com/p/B_nAHTZjDll/?igshid=ocdbji0rurg8",2020-04-30 16:30:29+00:00,1,0,#COVID19,Pune,In these tough times of COVID19 the essence and significance of regular workouts and nutrition planning is in demand as people are understanding how the said two factors translate towards building strength,"[{'score': 0.914836, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
82 years old lady defeats #COVID19 . What a positive news. ,2020-04-30 15:46:01+00:00,2,9,#COVID19,Pune,82 years old lady defeats COVID19 What a positive news,"[{'score': 0.572671, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
When 'Little Master' Crossed 10K in 1987 was proud moment . But not today for #Maharashtra in #COVID19! #IndiaFightsCorona #StayHomeStaySafe,2020-04-30 15:40:31+00:00,0,1,#Maharashtra #COVID19 #IndiaFightsCorona #StayHomeStaySafe,Pune,When Little Master Crossed 10K in 1987 was proud moment But not today for Maharashtra in COVID19 IndiaFightsCorona StayHomeStaySafe,"[{'score': 0.918961, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
I remember people said cars would fly in 2020. Forget about cars even Airplanes are not flying in 2020 now #Covid_19india #Corona #LockdownExtended #lockdown #COVID19,2020-04-30 15:38:12+00:00,0,3,#Covid_19india #Corona #LockdownExtended #lockdown #COVID19,Pune,I remember people said cars would fly in 2020 Forget about cars even Airplanes are not flying in 2020 now Covid 19india Corona LockdownExtended lockdown COVID19,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.57374, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
"With kids staying at home due to lockdown, there's risk of potential #childinjuries. Here's today's tip to help keep kids safer at home and prevent from #fall. #StayHomeStaySafe #Covid19 #safekidsathome #childinjury #childsafety #safekidsfoundation #socialresponsibility #CHANGE",2020-04-30 15:32:30+00:00,4,8,#childinjuries #fall #StayHomeStaySafe #Covid19 #safekidsathome #childinjury #childsafety #safekidsfoundation #socialresponsibility #CHANGE,Pune,With kids staying at home due to lockdown there s risk of potential childinjuries Here s today s tip to help keep kids safer at home and prevent from fall StayHomeStaySafe Covid19 safekidsathome childinjury childsafety safekidsfoundation socialresponsibility CHANGE,"[{'score': 0.753755, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"As of 29th Apr, the Top five area in #pune contributing major #covid19 patients count. You can see the same on https://public.flourish.studio/visualisation/2065824/ for #visualisation from start of Apr #2020 .… https://www.instagram.com/p/B_m7D5clkYM/?igshid=87ii0nnvyr41",2020-04-30 15:09:33+00:00,1,1,#pune #covid19 #visualisation,Pune,As of 29th Apr the Top five area in pune contributing major covid19 patients count You can see the same on for visualisation from start of Apr 2020,[],,,,,,,
#Doctors and experts speak about why #HerdImmunity in not an option for India in this piece by @PranitaRoy #COVID19 #pandemic #lockdownindia #IndiaFightsCorona #Maharashtra #Pune @IMAIndiaOrg @PuneUniv @IcmrNari @icmr_niv @ICMRDELHI,2020-04-30 06:06:05+00:00,1,1,#Doctors #HerdImmunity #COVID19 #pandemic #lockdownindia #IndiaFightsCorona #Maharashtra #Pune,Pune,Doctors and experts speak about why HerdImmunity in not an option for India in this piece by COVID19 pandemic lockdownindia IndiaFightsCorona Maharashtra Pune niv,[],,,,,,,
"Team Eklavya, group of former students from TISS, Tuljapur are using their professional & academic excellence to help people in #lockdown through their initiative Let’s Help Maharashtra Writes @JagrutiKatkar @indiejmag #COVID19 #pandemic #Maharashtra",2020-04-30 05:03:59+00:00,1,3,#lockdown #COVID19 #pandemic #Maharashtra,Pune,Team Eklavya group of former students from TISS Tuljapur are using their professional academic excellence to help people in lockdown through their initiative Let s Help Maharashtra Writes COVID19 pandemic Maharashtra,"[{'score': 0.637935, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@AmitShah please permit travel by train &amp; air for stranded people from major cities to capitals with all medical protocols #COVID19 . It is not understood why only bus permitted. Please reconcile,2020-04-30 04:53:44+00:00,0,0,#COVID19,Pune,please permit travel by train amp air for stranded people from major cities to capitals with all medical protocols COVID19 It is not understood why only bus permitted Please reconcile,"[{'score': 0.823864, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
First Phase: We have helped 25 families out of 100. https://www.facebook.com/333648493393391/posts/2853327178092164/ #ThursdayThoughts #COVID19 #YSP #TogetherWeCan @EconomicTimes @htTweets @PuneCityPolice @MumbaiPolice @PMOIndia @htTweets @mataonline @PuneTimesOnline @SakalMediaNews @abpmajhatv,2020-04-30 01:02:32+00:00,0,0,#ThursdayThoughts #COVID19 #YSP #TogetherWeCan,Pune,First Phase We have helped 25 families out of 100 ThursdayThoughts COVID19 YSP TogetherWeCan,"[{'score': 0.692227, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
A new initiative by Yuva Spandan to help out 100 families of auto rickshaw drivers. For more details check: https://www.facebook.com/333648493393391/posts/2844158059009076/ #ThursdayThoughts #COVID19 #HumanityFirst #YSP #TogetherWeCan,2020-04-30 00:57:01+00:00,1,1,#ThursdayThoughts #COVID19 #HumanityFirst #YSP #TogetherWeCan,Pune,A new initiative by Yuva Spandan to help out 100 families of auto rickshaw drivers For more details check ThursdayThoughts COVID19 HumanityFirst YSP TogetherWeCan,"[{'score': 0.571668, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Great work done @adarpoonawalla thank you so much for your valuable initiative for country in such crisis #COVID19 ,2020-04-29 14:13:47+00:00,0,0,#COVID19,Pune,Great work done thank you so much for your valuable initiative for country in such crisis COVID19,"[{'score': 0.72663, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Hey Virus, why are you such a 'schadenfreude'? Go- Corona-Go. ⠀ #covid #covid_19 #covidindia #covıd19 #covi̇d19 #coronavirus #corona #coronavirus #coronavirus #virus #viruscoronavirus #viruscorona #covidquotes #2019… https://www.instagram.com/p/B_jeFtNFA6L/?igshid=s3bczs6kblad",2020-04-29 06:10:27+00:00,0,1,#covid #covid_19 #covidindia #cov #covi #coronavirus #corona #coronavirus #coronavirus #virus #viruscoronavirus #viruscorona #covidquotes,Pune,Hey Virus why are you such a schadenfreude Go Corona Go covid covid 19 covidindia cov d19 covi d19 coronavirus corona coronavirus coronavirus virus viruscoronavirus viruscorona covidquotes 2019,[],,,,,,,
All those jokes / memes we have about GOA plans being cancelled.....it’s the safest fucking place on this planet right now with 0 #COVID19 cases!!!!! If they continue to seal their state border...it will be nothing short of heaven!!!!,2020-04-28 21:10:22+00:00,0,0,#COVID19,Pune,All those jokes memes we have about GOA plans being cancelled it s the safest fucking place on this planet right now with 0 COVID19 cases If they continue to seal their state border it will be nothing short of heaven,"[{'score': 0.751433, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
