Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,confident,analytical,tentative,anger,fear
Gorgeous @AmrutaOfficial is all set to have LIVE session chat on #COVID19 at 1.27 pm only on @zee24taasnews Don't forget to switch ON your TV &amp; Must watch the show. #stayathomestaysafe - - #amrutakhanvilkar #actress #MarathiCelebrity #Indiacometogther #IndiaFightsCorona,2020-04-03 07:12:51+00:00,2,5,#COVID19 #stayathomestaysafe #amrutakhanvilkar #actress #MarathiCelebrity #Indiacometogther #IndiaFightsCorona,Mumbai,Gorgeous is all set to have LIVE session chat on COVID19 at 1 27 pm only on Don t forget to switch ON your TV amp Must watch the show stayathomestaysafe amrutakhanvilkar actress MarathiCelebrity Indiacometogther IndiaFightsCorona,"[{'score': 0.519247, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Send this to 10 Deepaks and see corona go away in 10 days. Ignoring this will lead to lights out from 5th April. #ModiJi #5April #Deepak #9pm9minutes #gocoronago #corona #covid19 #fun #21daysLockdown #ModiVideoMessage #9pm9mins,2020-04-03 05:58:23+00:00,5,22,#ModiJi #5April #Deepak #9pm9minutes #gocoronago #corona #covid19 #fun #21daysLockdown #ModiVideoMessage #9pm9mins,Mumbai,Send this to 10 Deepaks and see corona go away in 10 days Ignoring this will lead to lights out from 5th April ModiJi 5April Deepak 9pm9minutes gocoronago corona covid19 fun 21daysLockdown ModiVideoMessage 9pm9mins,"[{'score': 0.526584, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"INDIANS THINK SCIENTIFICALLY #COVID19 Petition to stop airing Trump's live coronavirus press briefings gets 200k signatures as journalists' outcry grows http://dhunt.in/97bZL?s=a&amp;ss=pd Source :""MEA WorldWide"" via Dailyhunt Download Now http://dhunt.in/DWND",2020-04-03 05:12:47+00:00,0,0,#COVID19,Mumbai,INDIANS THINK SCIENTIFICALLY COVID19 Petition to stop airing Trump s live coronavirus press briefings gets 200k signatures as journalists outcry grows Source MEA WorldWide via Dailyhunt Download Now,[],,,,,,,
Disgusting and dehumanising! Ppl in Africa are not ur guniea pigs ...#COVID19 #COVIDIOTS,2020-04-03 04:05:05+00:00,2,5,#COVID19 #COVIDIOTS,Mumbai,Disgusting and dehumanising Ppl in Africa are not ur guniea pigs COVID19 COVIDIOTS,[],,,,,,,
#ModiVideoMessage #COVID19 #NarendraModi Me and bois looking for Coronavirus this sunday at 9 PM for 9 minutes.,2020-04-03 04:00:58+00:00,0,1,#ModiVideoMessage #COVID19 #NarendraModi,Mumbai,ModiVideoMessage COVID19 NarendraModi Me and bois looking for Coronavirus this sunday at 9 PM for 9 minutes,"[{'score': 0.646899, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Salute The Real Hero #Corona #GoCorona #AkshayKumar #Covid19 #Human #Bollywood #NarendraModi #Wise #PMReliefFund #Akki #Star #TwinkleKhanna #Duty #Positivity #Donate #Salute #Charity #LockDown #Kind #Pandemic #Give #Compassion #Covid #Society #Generous #Selfless #Please #Virus,2020-04-03 03:58:52+00:00,0,1,#Corona #GoCorona #AkshayKumar #Covid19 #Human #Bollywood #NarendraModi #Wise #PMReliefFund #Akki #Star #TwinkleKhanna #Duty #Positivity #Donate #Salute #Charity #LockDown #Kind #Pandemic #Give #Compassion #Covid #Society #Generous #Selfless #Please #Virus,Mumbai,Salute The Real Hero Corona GoCorona AkshayKumar Covid19 Human Bollywood NarendraModi Wise PMReliefFund Akki Star TwinkleKhanna Duty Positivity Donate Salute Charity LockDown Kind Pandemic Give Compassion Covid Society Generous Selfless Please Virus,"[{'score': 0.80282, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Does this PM ever plan on acknowledging how many people have got #COVID19 and those who have died from it?,2020-04-03 03:41:08+00:00,0,0,#COVID19,Mumbai,Does this PM ever plan on acknowledging how many people have got COVID19 and those who have died from it,"[{'score': 0.78508, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
#WATCH Bihar: Residents of Gurudwara Road in Gaya applauded sanitation workers by showering flower petals on them. #COVID19 (2.4.2020) - @ANI,2020-04-03 02:09:28+00:00,6,15,#WATCH #COVID19,Mumbai,WATCH Bihar Residents of Gurudwara Road in Gaya applauded sanitation workers by showering flower petals on them COVID19 2 4 2020,"[{'score': 0.547374, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"US virus deaths hit new daily high of 1,169 in 24 hours, Johns Hopkins University: AFP news agency #COVID19 3rd April 6.20 am @ANI US citizens, appear to be not maintaining distance. Refuse Lockdown. Flights still continue. So you see the death count... Enormous. ",2020-04-03 02:05:22+00:00,5,11,#COVID19,Mumbai,US virus deaths hit new daily high of 1 169 in 24 hours Johns Hopkins University AFP news agency COVID19 3rd April 6 20 am US citizens appear to be not maintaining distance Refuse Lockdown Flights still continue So you see the death count Enormous,"[{'score': 0.657337, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
Stay healthy when you self-quarantine. Here are several ways to keep yourself physically active and calm #stayhealthyathome #Covid19 ,2020-04-03 01:42:54+00:00,0,0,#stayhealthyathome #Covid19,Mumbai,Stay healthy when you self quarantine Here are several ways to keep yourself physically active and calm stayhealthyathome Covid19,"[{'score': 0.700391, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#COVID19 We still have it easier than our ancestors of the past who dealt with diseases like the SmallPox without even having the luxuries of most of us today #stayinghome #Google #SocialMedia... Ps: Sharing an article worth a read ,2020-04-02 22:44:03+00:00,0,0,#COVID19 #stayinghome #Google #SocialMedia,Mumbai,COVID19 We still have it easier than our ancestors of the past who dealt with diseases like the SmallPox without even having the luxuries of most of us today stayinghome Google SocialMedia Ps Sharing an article worth a read,"[{'score': 0.524157, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.511119, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
No captain ..... Throwback . . . #picoftheday #throwback #quarantine #21dayslockdown #stayhomechallenge #StayAtHomeSaveLives #BreakTheChain #coronavirus #CoronavirusOutbreak #covid19 #actor #model #instamania… https://www.instagram.com/p/B-fYEgWD3LM/?igshid=1khf0n4m0px0v,2020-04-02 19:29:35+00:00,0,0,#picoftheday #throwback #quarantine #21dayslockdown #stayhomechallenge #stayhomechallenge #StayAtHomeSaveLives #StayAtHomeSaveLives #BreakTheChain #coronavirus #CoronavirusOutbreak #covid19 #actor #model #instamania,Mumbai,No captain Throwback picoftheday throwback quarantine 21dayslockdown stayhomechallenge StayAtHomeSaveLives BreakTheChain coronavirus CoronavirusOutbreak covid19 actor model instamania,"[{'score': 0.550073, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
One more doctor from #dharavi tests positive for #COVID19. This takes the total positive cases from Dharavi to three. #COVID19Pandemic #coronavirus A DOCTOR IS SUFFERING AGE 35 YEARS DHARAVI MAIN ROAD VAIBHAV BUILDING ADMITTED IN RAHEJA HOSPITAL MAHIM. @HathodaPost,2020-04-02 19:25:07+00:00,0,2,#dharavi #COVID19 #COVID19Pandemic #coronavirus,Mumbai,One more doctor from dharavi tests positive for COVID19 This takes the total positive cases from Dharavi to three COVID19Pandemic coronavirus A DOCTOR IS SUFFERING AGE 35 YEARS DHARAVI MAIN ROAD VAIBHAV BUILDING ADMITTED IN RAHEJA HOSPITAL MAHIM,"[{'score': 0.783854, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
@MumbaiPolice there is always a bunch of men in this lane every day and night hanging in groups inspite of lockdown . #COVID19 #IndiaLockdown @CMOMaharashtra – at La classique,2020-04-02 18:06:27+00:00,0,0,#COVID19 #IndiaLockdown,Mumbai,there is always a bunch of men in this lane every day and night hanging in groups inspite of lockdown COVID19 IndiaLockdown at La classique,"[{'score': 0.787944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
One more doctor from #dharavi tests positive for #COVID19. This takes the total positive cases from Dharavi to three. #COVID19Pandemic #coronavirus,2020-04-02 17:59:48+00:00,11,26,#dharavi #COVID19 #COVID19Pandemic #coronavirus,Mumbai,One more doctor from dharavi tests positive for COVID19 This takes the total positive cases from Dharavi to three COVID19Pandemic coronavirus,"[{'score': 0.647845, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.888841, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
"Let no one ever hang up the call without a smile given by you!Use technology and human connection to be bring smiles, spread happiness & optimism,in this tough time #Covid19 #DISTANTButConnected #ApartButOptimistic #TechMAgainstCOVID19 #lovetobeTechM @riazwrites @SudhirKanchan – at Tech Mahindra",2020-04-02 17:58:41+00:00,3,8,#Covid19 #DISTANTButConnected #ApartButOptimistic #TechMAgainstCOVID19 #lovetobeTechM,Mumbai,Let no one ever hang up the call without a smile given by you Use technology and human connection to be bring smiles spread happiness optimism in this tough time Covid19 DISTANTButConnected ApartButOptimistic TechMAgainstCOVID19 lovetobeTechM at Tech Mahindra,"[{'score': 0.940736, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Let’s not forget @GautamGambhir, who contributed then and has set his targets now too #coronavirusindia #worldcup2011 #StayAtHome #covid19 ",2020-04-02 17:57:14+00:00,0,1,#coronavirusindia #worldcup2011 #StayAtHome #StayAtHome #covid19,Mumbai,Let s not forget who contributed then and has set his targets now too coronavirusindia worldcup2011 StayAtHome covid19,"[{'score': 0.706744, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Could feel the empathy instilled in every word. Now, only #COVID19 can kill the murderers. ",2020-04-02 17:51:46+00:00,0,0,#COVID19,Mumbai,Could feel the empathy instilled in every word Now only COVID19 can kill the murderers,[],,,,,,,
"""UK government sets goal of reaching 100,000 tests for coronavirus per day by the end of April"" #COVID19 ",2020-04-02 17:37:54+00:00,0,0,#COVID19,Mumbai,UK government sets goal of reaching 100 000 tests for coronavirus per day by the end of April COVID19,[],,,,,,,
"This is so important. Yes #COVID19 debilitates, but once recovered you could literally be the #Lifeline for a fellow victim who may be more severely affected. #Houston #Texas #Humanism",2020-04-02 16:41:12+00:00,0,4,#COVID19 #Lifeline #Houston #Texas #Humanism,Mumbai,This is so important Yes COVID19 debilitates but once recovered you could literally be the Lifeline for a fellow victim who may be more severely affected Houston Texas Humanism,"[{'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"@CaptTamilSelvan Sir, Plz take some measures to protect the #Tamizhars residing in Dharavi as the effect of #Covid19 is increasing day by day. Many people in #Dharavi work for daily wages,but due to Lockdown they are now out of money. Plz help them by providing essential things",2020-04-02 16:23:36+00:00,0,0,#Tamizhars #Covid19 #Dharavi,Mumbai,Sir Plz take some measures to protect the Tamizhars residing in Dharavi as the effect of Covid19 is increasing day by day Many people in Dharavi work for daily wages but due to Lockdown they are now out of money Plz help them by providing essential things,[],,,,,,,
"Whats the plan after #ramazan starts from 25 April, are you sure 15 cr community will stay at home...??? #COVID19 @PMOIndia @AmitShah @rashtrapatibhvn @CMOMaharashtra",2020-04-02 15:46:35+00:00,0,0,#ramazan #COVID19,Mumbai,Whats the plan after ramazan starts from 25 April are you sure 15 cr community will stay at home COVID19,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"Two weeks ago, amid the #COVID19 about 70 students from the University of Texas at Austin partied in Mexico on spring break. The students, all in their 20s, flew on a chartered plane to Cabo San Lucas, n returned on separate commercial flights to Texas. ",2020-04-02 15:39:55+00:00,14,23,#COVID19,Mumbai,Two weeks ago amid the COVID19 about 70 students from the University of Texas at Austin partied in Mexico on spring break The students all in their 20s flew on a chartered plane to Cabo San Lucas n returned on separate commercial flights to Texas,"[{'score': 0.532352, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"Shahrukh khan and its companies and foundation,IPL franchise comes to contributes for #corona #covid19 #shahrukhkhan #meerfoundation #kolkatanightriders #pmrelieffund #maharashtra #mumbai #wageworkers #pmmodi… https://www.instagram.com/p/B-e8zUFA2fi/?igshid=1ecsqwtszafll",2020-04-02 15:31:15+00:00,0,0,#corona #covid19 #shahrukhkhan #meerfoundation #kolkatanightriders #pmrelieffund #maharashtra #mumbai #wageworkers #pmmodi,Mumbai,Shahrukh khan and its companies and foundation IPL franchise comes to contributes for corona covid19 shahrukhkhan meerfoundation kolkatanightriders pmrelieffund maharashtra mumbai wageworkers pmmodi,[],,,,,,,
It's official ! our film industry association come together to help daily wage workers of film industry. #fwice #corona #covid #covid19 #covıd19 #producer #producerslife #producers #productionsupport #productionlife… https://www.instagram.com/p/B-e1wbwgCqB/?igshid=1ms2yk6m656tp,2020-04-02 14:29:41+00:00,0,0,#fwice #corona #covid #covid19 #cov #producer #producerslife #producers #productionsupport #productionlife,Mumbai,It s official our film industry association come together to help daily wage workers of film industry fwice corona covid covid19 cov d19 producer producerslife producers productionsupport productionlife,"[{'score': 0.858259, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
#COVID19 Impact: #MahaRERA extends projects’ completion deadlines by 3 months - The Economic Times https://m.economictimes.com/industry/services/property-/-cstruction/covid-19-impact-maharera-extends-projects-completion-deadlines-by-3-months/articleshow/74951837.cms @EconomicTimes #RealEstate #Mumbai #coronavirus #Housing,2020-04-02 14:19:10+00:00,1,2,#COVID19 #MahaRERA #RealEstate #Mumbai #coronavirus #Housing,Mumbai,COVID19 Impact MahaRERA extends projects completion deadlines by 3 months The Economic Times RealEstate Mumbai coronavirus Housing,[],,,,,,,
Boys at Charkop Village defy #21dayslockdown and play cricket with Orange and White jerseys everyday.Request local authorities to take strict action against them... #covid19 #coronavirusoutbreak @CMOMaharashtra @mybmcSWM @mybmcHealthDept @MumbaiPolice @TOIMumbai @CPMumbaiPolice,2020-04-02 13:48:44+00:00,4,6,#21dayslockdown #covid19 #coronavirusoutbreak,Mumbai,Boys at Charkop Village defy 21dayslockdown and play cricket with Orange and White jerseys everyday Request local authorities to take strict action against them covid19 coronavirusoutbreak,[],,,,,,,
"LET THE COUNTRY BE HANDLED BY CAPABLE PEOPLE... PL RESIGN #SAVEINDIA #COVID19 PM Narendra Modi to share video message with the nation at 9 am tomorrow http://dhunt.in/970Vq?s=a&amp;ss=pd Source : ""TimesNowNews"" via Dailyhunt Download Now http://dhunt.in/DWND",2020-04-02 13:27:50+00:00,0,0,#SAVEINDIA #COVID19,Mumbai,LET THE COUNTRY BE HANDLED BY CAPABLE PEOPLE PL RESIGN SAVEINDIA COVID19 PM Narendra Modi to share video message with the nation at 9 am tomorrow Source TimesNowNews via Dailyhunt Download Now,"[{'score': 0.528488, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
masks are effective..use them! #StopTheSpread #FlattenTheCurve #StayHomeStaySafe #StayHomeSaveLives #StayHomeStaySmart #coronavirus #CoronavirusUSA #CoronaOutbreak #COVID19Pandemic #COVID #COVID19 #CoronaVirusUpdate #CoronavirusLockdown #LockdownWithoutPlan #lockdownindia,2020-04-02 13:01:41+00:00,0,1,#StopTheSpread #FlattenTheCurve #StayHomeStaySafe #StayHomeSaveLives #StayHomeStaySmart #coronavirus #CoronavirusUSA #CoronaOutbreak #COVID19Pandemic #COVID #COVID19 #CoronaVirusUpdate #CoronavirusLockdown #LockdownWithoutPlan #lockdownindia,Mumbai,masks are effective use them StopTheSpread FlattenTheCurve StayHomeStaySafe StayHomeSaveLives StayHomeStaySmart coronavirus CoronavirusUSA CoronaOutbreak COVID19Pandemic COVID COVID19 CoronaVirusUpdate CoronavirusLockdown LockdownWithoutPlan lockdownindia,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Dude spits on oranges #COVID19 ,2020-04-02 12:59:56+00:00,1,1,#COVID19,Mumbai,Dude spits on oranges COVID19,[],,,,,,,
"THIS SUCKS!!! 75 new #Covid19 cases in Tamil Nadu today, of which 74 are persons who attended the #TablighiJamat event at #NizamuddinMarkaz...",2020-04-02 12:54:31+00:00,0,1,#Covid19 #TablighiJamat #NizamuddinMarkaz,Mumbai,THIS SUCKS 75 new Covid19 cases in Tamil Nadu today of which 74 are persons who attended the TablighiJamat event at NizamuddinMarkaz,"[{'score': 0.610454, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
