Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,anger,sadness,joy,fear,tentative,confident
"#Social_Distancing word coined by privileged who are experiencing fist time lock down.. Where as due to untouchability &amp; caste based discrmination #Dalit #adivasi communities have faced curfews, lack of resources, dying in septic tanks, stigma etc #covid19 should raise above this",2020-03-24 03:54:15+00:00,0,0,#Social_Distancing #Dalit #adivasi #covid19,Hyderabad,Social Distancing word coined by privileged who are experiencing fist time lock down Where as due to untouchability amp caste based discrmination Dalit adivasi communities have faced curfews lack of resources dying in septic tanks stigma etc covid19 should raise above this,"[{'score': 0.594665, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.629467, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Mukesh Ambani dedicates a massive hospital exclusive for #COVID19 the first ever in the country,2020-03-24 03:50:05+00:00,0,0,#COVID19,Hyderabad,Mukesh Ambani dedicates a massive hospital exclusive for COVID19 the first ever in the country,[],,,,,,,
Hear him out. @WHO seeks India's intervention in ending this Pandemic #CoronaVirus It's time we all unite and fight against #COVID19 – at Hyderabad,2020-03-24 02:19:39+00:00,0,0,#CoronaVirus #COVID19,Hyderabad,Hear him out seeks India s intervention in ending this Pandemic CoronaVirus It s time we all unite and fight against COVID19 at Hyderabad,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",2020-03-24 01:20:27+00:00,0,0,#COVID19 #WeStandWithItaly,Hyderabad,We stand by Italy during these trying times Share your Support for our Italian friends They are our colleagues friends and family Cari amici siamo con voi COVID19 WeStandWithItaly,"[{'score': 0.629066, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"The Deadly Virus Transfers Through Clothes, Papers and Other Objects. Handle them Properly. #stayaway #corona #coronavirus #covid19 #staysafe #besafe #coronaoutbreak #coronapandemic #coronavirusindia #coronaindia #waterfrontvillas #srivatsavam #GVRenclave #goodtimebuilders – at Patancheru",2020-03-24 00:42:53+00:00,0,3,#stayaway #corona #coronavirus #covid19 #staysafe #besafe #coronaoutbreak #coronapandemic #coronavirusindia #coronaindia #waterfrontvillas #srivatsavam #GVRenclave #goodtimebuilders,Hyderabad,The Deadly Virus Transfers Through Clothes Papers and Other Objects Handle them Properly stayaway corona coronavirus covid19 staysafe besafe coronaoutbreak coronapandemic coronavirusindia coronaindia waterfrontvillas srivatsavam GVRenclave goodtimebuilders at Patancheru,[],,,,,,,
"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",2020-03-23 20:16:45+00:00,0,1,#COVID19 #WeStandWithItaly,Hyderabad,We stand by Italy during these trying times Share your Support for our Italian friends They are our colleagues friends and family Cari amici siamo con voi COVID19 WeStandWithItaly,"[{'score': 0.629066, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
How to conduct yourself on #March24 during #HyderabadLockdown #Covid19 ,2020-03-23 18:57:30+00:00,0,2,#March24 #HyderabadLockdown #Covid19,Hyderabad,How to conduct yourself on March24 during HyderabadLockdown Covid19,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Today I am calling for an immediate global ceasefire in all corners of the world. It is time to put armed conflict on lockdown and focus together on the true fight of our lives – the #COVID19 pandemic. #COVIDIOTS #COVIDー19 #coronavirusindia #Coronaindia #CoronavirusOutbreak,2020-03-23 18:29:39+00:00,0,0,#COVID19 #COVIDIOTS #COVID #coronavirusindia #Coronaindia #CoronavirusOutbreak,Hyderabad,Today I am calling for an immediate global ceasefire in all corners of the world It is time to put armed conflict on lockdown and focus together on the true fight of our lives the COVID19 pandemic COVIDIOTS COVID 19 coronavirusindia Coronaindia CoronavirusOutbreak,"[{'score': 0.579708, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"The #COVID19 pandemic is accelerating. It took 67 days from the 1st reported case to reach the first 100K cases, 11 days for the second 100K cases &amp; just 4 days for the third 100K cases. #COVIDIOTS #COVIDー19 #coronavirus #coronavirusindia #Coronaindia",2020-03-23 18:26:02+00:00,0,0,#COVID19 #COVIDIOTS #COVID #coronavirus #coronavirusindia #Coronaindia,Hyderabad,The COVID19 pandemic is accelerating It took 67 days from the 1st reported case to reach the first 100K cases 11 days for the second 100K cases amp just 4 days for the third 100K cases COVIDIOTS COVID 19 coronavirus coronavirusindia Coronaindia,[],,,,,,,
"@aphillippy and @erichjarvis, can @genomeark assemble a high-quality #covid19 genome?",2020-03-23 18:24:20+00:00,0,1,#covid19,Hyderabad,and can assemble a high quality covid19 genome,[],,,,,,,
Kuch sikho inse bahr ghumne walon!!! Epic things happen in India but glad to see this as people are in their homes #QuarantineTime #covid19 #India #COVID19outbreak #Tambola,2020-03-23 18:05:56+00:00,0,5,#QuarantineTime #covid19 #India #COVID19outbreak #Tambola,Hyderabad,Kuch sikho inse bahr ghumne walon Epic things happen in India but glad to see this as people are in their homes QuarantineTime covid19 India COVID19outbreak Tambola,"[{'score': 0.742811, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"But people are still roaming on road. I saw traffic at Suchitra X road and Bowenpally X road. People are not understanding the seriousness of #COVID19 . Police should use force to put people at home. By the way I was not roaming,,,, – at Golf Course @Runway9",2020-03-23 18:03:39+00:00,0,1,#COVID19,Hyderabad,But people are still roaming on road I saw traffic at Suchitra X road and Bowenpally X road People are not understanding the seriousness of COVID19 Police should use force to put people at home By the way I was not roaming at Golf Course,"[{'score': 0.521166, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,1.0,,,,,
"It's alarming to read sir.Scary #WHO said the spread of #COVID19 is accelerating as ➠ It took 67 days reach 100,000 cases ➠ 11 more days to reach 200,000 ➠ 4 more days from 200,000 to 300,000 ➠ The latest number is 332,935 ",2020-03-23 18:00:55+00:00,5,7,#WHO #COVID19,Hyderabad,It s alarming to read sir Scary WHO said the spread of COVID19 is accelerating as It took 67 days reach 100 000 cases 11 more days to reach 200 000 4 more days from 200 000 to 300 000 The latest number is 332 935,"[{'score': 0.607223, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,1.0,,
Pass the message: Five steps to kicking out #coronavirus: WHO and @FIFAcom launched joint campaign to equip football community to tackle #COVID19 #COVIDー19 I think @BCCI &amp; @ICC must start similar campaigns to educate people,2020-03-23 17:50:38+00:00,0,1,#coronavirus #COVID19 #COVID,Hyderabad,Pass the message Five steps to kicking out coronavirus WHO and launched joint campaign to equip football community to tackle COVID19 COVID 19 I think amp must start similar campaigns to educate people,"[{'score': 0.525921, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.583315, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Congratulations, we need your expertise to fight #covid19.",2020-03-23 17:50:36+00:00,0,0,#covid19,Hyderabad,Congratulations we need your expertise to fight covid19,[],,,,,,,
Yesterday we saw a few bad examples of what @narendramodi Ji wanted out of #JuntaCurfew. Rightfully @BJP4India MP from #Khandwa @NandKumarSinghC is requesting the citizens to follow #SocialDistancing to fight #Covid19. @drharshvardhan,2020-03-23 17:25:48+00:00,1,1,#JuntaCurfew #Khandwa #SocialDistancing #Covid19,Hyderabad,Yesterday we saw a few bad examples of what Ji wanted out of JuntaCurfew Rightfully MP from Khandwa is requesting the citizens to follow SocialDistancing to fight Covid19,[],,,,,,,
"Appeal by @HydUniv VC, Prof Appa Rao Podile. As the entire world is facing an unprecedented threat posed by #COVID19, the immediate challenge is to prevent the spread of this viral disease. Read more at: https://www.uohyd.ac.in/blog/an-appeal/",2020-03-23 16:53:33+00:00,5,13,#COVID19,Hyderabad,Appeal by VC Prof Appa Rao Podile As the entire world is facing an unprecedented threat posed by COVID19 the immediate challenge is to prevent the spread of this viral disease Read more at,[],,,,,,,
"#Telangana Police has registered a case against a Deputy Superintendent of Police and his son who had returned from #UK, for not following quarantine protocol. The DSP's son has been tested positive for #COVID19 now. #TelanganaFightsCorona #Hyderabad #coronavirus https://twitter.com/ANI/status/1242123708291936256",2020-03-23 16:39:46+00:00,2,4,#Telangana #UK #COVID19 #TelanganaFightsCorona #Hyderabad #coronavirus,Hyderabad,Telangana Police has registered a case against a Deputy Superintendent of Police and his son who had returned from UK for not following quarantine protocol The DSP s son has been tested positive for COVID19 now TelanganaFightsCorona Hyderabad coronavirus,[],,,,,,,
Highlighting the practical challenges in preparing for mitigating #COVID19 #DNAFromHome @sudhirchaudhary – at Hyderabad,2020-03-23 16:28:49+00:00,0,0,#COVID19 #DNAFromHome,Hyderabad,Highlighting the practical challenges in preparing for mitigating COVID19 DNAFromHome at Hyderabad,[],,,,,,,
"Tune into @dna Daily News &amp; Analysis by @sudhirchaudhary Ji on @ZeeNews Extensive and very good coverage on all aspects of #COVID19 #CoronaUpdatesInIndia You're doing a great job, Sudhir Ji. Keep it up. #DNAFromHome – at Hyderabad",2020-03-23 16:19:28+00:00,0,0,#COVID19 #CoronaUpdatesInIndia #DNAFromHome,Hyderabad,Tune into Daily News amp Analysis by Ji on Extensive and very good coverage on all aspects of COVID19 CoronaUpdatesInIndia You re doing a great job Sudhir Ji Keep it up DNAFromHome at Hyderabad,"[{'score': 0.807274, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,1.0
"After Barrister Asaduddin Owaisi asked Principal Secretary of Telangana Arvind Kumar IAS to continue ₹5 meal scheme in twin cities,TS Govt has issued order that all the centres in twin cities shall be continued from tomorrow onwards.@asadowaisi #COVID19 #TelanganaFightsCorona",2020-03-23 13:46:12+00:00,4,4,#COVID19 #TelanganaFightsCorona,Hyderabad,After Barrister Asaduddin Owaisi asked Principal Secretary of Telangana Arvind Kumar IAS to continue 5 meal scheme in twin cities TS Govt has issued order that all the centres in twin cities shall be continued from tomorrow onwards COVID19 TelanganaFightsCorona,"[{'score': 0.560309, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
#STOPBLACKMARKETING If #You #Notice Any #Shops #Selling #EssentialCommodities At #HigherPrices Please #Dial100 #WhatsApp 9490616555 #coronavirus #coronavirusinindia #CoronaUpdatesInIndia #Covid19 ,2020-03-23 12:12:30+00:00,0,0,#STOPBLACKMARKETING #You #Notice #Shops #Selling #EssentialCommodities #HigherPrices #Dial100 #WhatsApp #coronavirus #coronavirusinindia #CoronaUpdatesInIndia #Covid19,Hyderabad,STOPBLACKMARKETING If You Notice Any Shops Selling EssentialCommodities At HigherPrices Please Dial100 WhatsApp 9490616555 coronavirus coronavirusinindia CoronaUpdatesInIndia Covid19,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
"We simply blew away the advantage we created yesterday by staying at home during #JanataCurfew. Today, i saw thousands of cars, two wheelers, autorickshaws in #Hyderabad, merrily driving around as if everything is normal. I think, we just created an Italy in India. #COVID19 – at Madhapur",2020-03-23 09:18:32+00:00,9,40,#JanataCurfew #Hyderabad #COVID19,Hyderabad,We simply blew away the advantage we created yesterday by staying at home during JanataCurfew Today i saw thousands of cars two wheelers autorickshaws in Hyderabad merrily driving around as if everything is normal I think we just created an Italy in India COVID19 at Madhapur,"[{'score': 0.585016, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"The healthcare systems of Pnch & Rajuri, both border districts, are in deplorable conditions. @mpjugalkishore ji, please raise this issue and release funds for health check centers at the block level to Combat #COVID19. @Maliksohail_jk @ZahidParwaz @ChowdharySaima @GuftarAhmedCh",2020-03-23 08:54:13+00:00,6,26,#COVID19,Hyderabad,The healthcare systems of Pnch Rajuri both border districts are in deplorable conditions ji please raise this issue and release funds for health check centers at the block level to Combat COVID19 jk,[],,,,,,,
Breaking News #CoronaVirus China ManMade Virus #coronaupdatesindia #covid19 #Covid19India #coronavirusinindia,2020-03-23 08:17:26+00:00,0,0,#CoronaVirus #coronaupdatesindia #covid19 #Covid19India #coronavirusinindia,Hyderabad,Breaking News CoronaVirus China ManMade Virus coronaupdatesindia covid19 Covid19India coronavirusinindia,"[{'score': 0.575978, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
#PreventiveMeasure For #CoronaVirus Don't Miss To Watch #coronaupdatesindia #coronavirus #covid19 #coronavirusinindia #Coronaindia,2020-03-23 08:12:11+00:00,0,1,#PreventiveMeasure #CoronaVirus #coronaupdatesindia #coronavirus #covid19 #coronavirusinindia #Coronaindia,Hyderabad,PreventiveMeasure For CoronaVirus Don t Miss To Watch coronaupdatesindia coronavirus covid19 coronavirusinindia Coronaindia,"[{'score': 0.778926, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
#JanathaCurfew in #Hyderabad People Stick to homes #Covid19India #coronavirus #corona #india #COVIDー19 #StayAtHome #StayHomeStaySafe #Modi #COVID19 #Telangana #lockdown,2020-03-23 06:32:42+00:00,0,0,#JanathaCurfew #Hyderabad #Covid19India #coronavirus #corona #india #COVID #StayAtHome #StayAtHome #StayHomeStaySafe #Modi #COVID19 #Telangana #lockdown,Hyderabad,JanathaCurfew in Hyderabad People Stick to homes Covid19India coronavirus corona india COVID 19 StayAtHome StayHomeStaySafe Modi COVID19 Telangana lockdown,[],,,,,,,
"Government of Telangana notified lockdown in the entire State with immediate effect till 31st March, 2020 prescribing certain regulations and measures. Please see the GO. #COVID19 #Coronavirus",2020-03-23 04:11:14+00:00,1,0,#COVID19 #Coronavirus,Hyderabad,Government of Telangana notified lockdown in the entire State with immediate effect till 31st March 2020 prescribing certain regulations and measures Please see the GO COVID19 Coronavirus,"[{'score': 0.659886, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,,,1.0
"Holy Fuck! India, what have you done? #5minute5baje #5MinutesAt5PM #JantaCurfew #COVID19 #COVID19outbreak #COVID19INDIA #CoronaVirusUpdate",2020-03-23 01:49:00+00:00,0,1,#5minute5baje #5MinutesAt5PM #JantaCurfew #COVID19 #COVID19outbreak #COVID19INDIA #CoronaVirusUpdate,Hyderabad,Holy Fuck India what have you done 5minute5baje 5MinutesAt5PM JantaCurfew COVID19 COVID19outbreak COVID19INDIA CoronaVirusUpdate,"[{'score': 0.743743, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,1.0,,,,,
