Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,confident,joy,anger,tentative,sadness,fear
"T83:- A very VALID question, What after 17th May'2020, I am really worried and want to know?? @narendramodi @PMOIndia @AmitShah @HMOIndia @ArvindKejriwal @CMODelhi #AmitShah #ArvindKejriwal #COVID19 #CoronaUpdatesInIndia #Corona",2020-05-06 13:33:15+00:00,0,1,#AmitShah #ArvindKejriwal #COVID19 #CoronaUpdatesInIndia #Corona,Delhi,T83 A very VALID question What after 17th May 2020 I am really worried and want to know AmitShah ArvindKejriwal COVID19 CoronaUpdatesInIndia Corona,"[{'score': 0.734831, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.852209, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,1.0
The virtual studios of \foreverNow are on fire today looking at the outrageous behaviour of fellow humans! It’s not quite the end of #covid19 but the blaring horns tell us we need a #stayhomestaysafe challenge. Maybe then they’d be incentivised. Don’t #humourTheVirus it’ll get u!,2020-05-06 13:15:07+00:00,2,2,#covid19 #stayhomestaysafe #humourTheVirus,Delhi,The virtual studios of foreverNow are on fire today looking at the outrageous behaviour of fellow humans It s not quite the end of covid19 but the blaring horns tell us we need a stayhomestaysafe challenge Maybe then they d be incentivised Don t humourTheVirus it ll get u,[],,,,,,,
Heard somewhere in the news that #Israel has prepared the vaccine for #CoronaVirus .. Hope it's true and let there be peace and good health in world. #COVID #Covid19,2020-05-06 13:10:36+00:00,0,1,#Israel #CoronaVirus #COVID #Covid19,Delhi,Heard somewhere in the news that Israel has prepared the vaccine for CoronaVirus Hope it s true and let there be peace and good health in world COVID Covid19,"[{'score': 0.858838, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"COVID-19 VIMS Hospital undertook renovation with the support of NMDC CSR Scheme 2020-21.#NMDC contributed 60lakhs to fight against #COVID19 in the district of Ballari, Karnataka. We are committed to helping our society to evolve through this pandemic with more strength &amp; courage. ",2020-05-06 13:05:29+00:00,11,23,#NMDC #COVID19,Delhi,COVID 19 VIMS Hospital undertook renovation with the support of NMDC CSR Scheme 2020 21 NMDC contributed 60lakhs to fight against COVID19 in the district of Ballari Karnataka We are committed to helping our society to evolve through this pandemic with more strength amp courage,"[{'score': 0.644455, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Fill the captcha to know the poll for name . . . . . . . . . . . #xæa12 #musk #elonmusk #meme #indianmemes #TopicalSpot #indianmemes #COVID19 #coronavirusoutbreak #coronavirusoutbreak #quarantine #funmarketing #elonmuskmemes #elonmuskisagenius #ThinkPen #quarantine,2020-05-06 13:03:28+00:00,1,1,#x #musk #elonmusk #meme #indianmemes #TopicalSpot #indianmemes #COVID19 #coronavirusoutbreak #coronavirusoutbreak #quarantine #funmarketing #elonmuskmemes #elonmuskisagenius #ThinkPen #quarantine,Delhi,Fill the captcha to know the poll for name x a12 musk elonmusk meme indianmemes TopicalSpot indianmemes COVID19 coronavirusoutbreak coronavirusoutbreak quarantine funmarketing elonmuskmemes elonmuskisagenius ThinkPen quarantine,[],,,,,,,
"Change is the only constant that makes us frame our choices, preferences, prioritises etc when it varies. The context is set by its magnitude, and it has never been as drastic as now....no? . . #covid19 #change… https://www.instagram.com/p/B_2OtqRFvuN/?igshid=co4tmtosbjxw",2020-05-06 13:01:46+00:00,0,0,#covid19 #change,Delhi,Change is the only constant that makes us frame our choices preferences prioritises etc when it varies The context is set by its magnitude and it has never been as drastic as now no covid19 change,"[{'score': 0.607238, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"#Foreign #investors are looking to relocate to #India from #China - @BAGAILEGAL - 461,589 hectares have been identified across the country for the purpose of luring businesses moving out of China. #japan #covid19 #BAGAILEGAL #Tax #Acquisitions #Blockchain #IndiaEntry #Compliance",2020-05-06 12:09:38+00:00,0,0,#Foreign #investors #India #China #japan #covid19 #BAGAILEGAL #Tax #Acquisitions #Blockchain #IndiaEntry #Compliance,Delhi,Foreign investors are looking to relocate to India from China 461 589 hectares have been identified across the country for the purpose of luring businesses moving out of China japan covid19 BAGAILEGAL Tax Acquisitions Blockchain IndiaEntry Compliance,"[{'score': 0.854588, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
No fresh #COVID19 case in #noida today. Total cases: 192. #StayHomeStaySafe,2020-05-06 12:05:00+00:00,1,11,#COVID19 #noida #StayHomeStaySafe,Delhi,No fresh COVID19 case in noida today Total cases 192 StayHomeStaySafe,"[{'score': 0.668884, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Gujarat always had a leadership crisis because. 1. @vijayrupanibjp isn't the most meritorious pick as CM. 2. CM and Dy CM never in sync. 3. Plus too much centralize decision making from Delhi, robots can't take real decision at the wake of real enemy #COVID19",2020-05-06 12:01:10+00:00,0,0,#COVID19,Delhi,Gujarat always had a leadership crisis because 1 isn t the most meritorious pick as CM 2 CM and Dy CM never in sync 3 Plus too much centralize decision making from Delhi robots can t take real decision at the wake of real enemy COVID19,"[{'score': 0.537647, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,1.0
Reminder: exchange as less currency as possible while buying essential items. Use digital payment method and apps. #StaySafe #COVID19,2020-05-06 11:57:30+00:00,0,1,#StaySafe #COVID19,Delhi,Reminder exchange as less currency as possible while buying essential items Use digital payment method and apps StaySafe COVID19,[],,,,,,,
Judges' Choice Award goes to Ashish Sen and Lakshita Chauhan. Our heartiest congratulations to all of you #TheVisualHouse #WhereVisionariesWork #CreateAtHomeByTVH #Covid19 #corona #lockdownfestival #quarantine #photographycompetition,2020-05-06 11:49:48+00:00,0,0,#TheVisualHouse #WhereVisionariesWork #CreateAtHomeByTVH #Covid19 #corona #lockdownfestival #quarantine #photographycompetition,Delhi,Judges Choice Award goes to Ashish Sen and Lakshita Chauhan Our heartiest congratulations to all of you TheVisualHouse WhereVisionariesWork CreateAtHomeByTVH Covid19 corona lockdownfestival quarantine photographycompetition,"[{'score': 0.77132, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
Our Editor-in-Chief @nitingokhale interacts with @HardeepSPuri @MoCA_GoI on the most complex evacuation operation ever undertaken by India in wake of #COVID19. Do listen in https://stratnewsglobal.com/india-will-come-back-stronger-better-able-to-take-on-the-world-post-crisis-hardeep-puri/ @skchatts @neelanjana01 @RRaviishankarr @CaptDKS @IndianDiplomacy @DrSJaishankar,2020-05-06 11:49:45+00:00,8,13,#COVID19,Delhi,Our Editor in Chief interacts with GoI on the most complex evacuation operation ever undertaken by India in wake of COVID19 Do listen in,"[{'score': 0.568262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
You have been notified! #COVID19 #India #economy #business #government #NarendraModi,2020-05-06 11:44:12+00:00,1,3,#COVID19 #India #economy #business #government #NarendraModi,Delhi,You have been notified COVID19 India economy business government NarendraModi,[],,,,,,,
"No #COVID19 positive case reported in the Kerala today. Number of total cases in the state is at 502, including 30 active cases: Pinarayi Vijayan, Kerala Chief Minister",2020-05-06 11:42:10+00:00,0,0,#COVID19,Delhi,No COVID19 positive case reported in the Kerala today Number of total cases in the state is at 502 including 30 active cases Pinarayi Vijayan Kerala Chief Minister,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"It z very dangerous. Earlier, it was told that #Corona showed symptoms and if the person was asymptomatic, the infection seemed mild. This is absolutely opposite to well known trajectory #COVID19 ",2020-05-06 11:35:12+00:00,0,0,#Corona #COVID19,Delhi,It z very dangerous Earlier it was told that Corona showed symptoms and if the person was asymptomatic the infection seemed mild This is absolutely opposite to well known trajectory COVID19,"[{'score': 0.583445, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.605143, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.729586, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,1.0
"This Pandemic taught us that we are in it together. So, why not to feed foodless. A small initiative by kindbeings NGO to feed migrant workers by providing raw ration and in this Smollan india and it's team mumbai is helping us. @davesmol #FeedTheNeedy #COVID19 @narendramodi",2020-05-06 11:20:59+00:00,1,4,#FeedTheNeedy #COVID19,Delhi,This Pandemic taught us that we are in it together So why not to feed foodless A small initiative by kindbeings NGO to feed migrant workers by providing raw ration and in this Smollan india and it s team mumbai is helping us FeedTheNeedy COVID19,[],,,,,,,
#IndiaFightsCorona: Some important guidelines to be followed by shop owners of essential commodities to prevent the spread of #COVID19 #StayHome #StaySafe,2020-05-06 10:56:14+00:00,4,13,#IndiaFightsCorona #COVID19 #StayHome #StayHome #StaySafe,Delhi,IndiaFightsCorona Some important guidelines to be followed by shop owners of essential commodities to prevent the spread of COVID19 StayHome StaySafe,[],,,,,,,
"#IndiaFightsCorona @htTweets #AarogyaSetu App Is Our Bridge To Prevent Spread Of #COVID19 In India. It Will Help Us To Stay Informed With Latest Updates Against #COVID19, &amp; Enable The Government To Plan Initiatives. ",2020-05-06 10:36:32+00:00,0,1,#IndiaFightsCorona #AarogyaSetu #COVID19 #COVID19,Delhi,IndiaFightsCorona AarogyaSetu App Is Our Bridge To Prevent Spread Of COVID19 In India It Will Help Us To Stay Informed With Latest Updates Against COVID19 amp Enable The Government To Plan Initiatives,"[{'score': 0.535726, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#COVID19 Delhi complexes / markets are opening ?? Nehru Place is set to open from tomorrow? These channels are posting this ! Please clear if every market is opening? @DelhiPolice @DCPSEastDelhi @MoHFW_INDIA @AmitShahOffice @PIBHomeAffairs @DMSouthDelhi @ArvindKejriwal @msisodia,2020-05-06 10:32:45+00:00,0,0,#COVID19,Delhi,COVID19 Delhi complexes markets are opening Nehru Place is set to open from tomorrow These channels are posting this Please clear if every market is opening INDIA,"[{'score': 0.694268, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.763553, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
Distribution of Raw food at different locations with the help of volunteers..... More the number of Volunteers more people would be benefitted. #COVID19 #FightAgainstCoronavirus #JoinUs #Volunteer @KapilSharmaK9 @remodsouza #lockdownextension,2020-05-06 10:20:47+00:00,11,13,#COVID19 #FightAgainstCoronavirus #JoinUs #Volunteer #lockdownextension,Delhi,Distribution of Raw food at different locations with the help of volunteers More the number of Volunteers more people would be benefitted COVID19 FightAgainstCoronavirus JoinUs Volunteer lockdownextension,[],,,,,,,
"#COVID19 Find the the link below of Gujarat to try Ayurvedic drugs on select COVID-19 patients. A proposal for clinical trial was sent to H.M. on 31March 2020, in which the line of treatment was suggested by me - (1) Dasmool Kwath &amp; (2) Trikatu Churn. ",2020-05-06 09:45:32+00:00,0,1,#COVID19,Delhi,COVID19 Find the the link below of Gujarat to try Ayurvedic drugs on select COVID 19 patients A proposal for clinical trial was sent to H M on 31March 2020 in which the line of treatment was suggested by me 1 Dasmool Kwath amp 2 Trikatu Churn,"[{'score': 0.570848, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.668065, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"Death toll due to #COVID19 touches 1,694; number of cases rise to 49,391: @MoHFW_INDIA",2020-05-06 09:30:52+00:00,3,4,#COVID19,Delhi,Death toll due to COVID19 touches 1 694 number of cases rise to 49 391 INDIA,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"@EU_Commission @coe WHO and the Indian govt #COVID19 is asking for the PPE, they are asking for the EU standard directive 86/686/EEC for goggles and face shield. Maybe the correct guideline is reguliation (EC) 2016/425 on PPE and repealing council directive 89/686/EEC",2020-05-06 09:25:54+00:00,0,0,#COVID19,Delhi,Commission WHO and the Indian govt COVID19 is asking for the PPE they are asking for the EU standard directive 86 686 EEC for goggles and face shield Maybe the correct guideline is reguliation EC 2016 425 on PPE and repealing council directive 89 686 EEC,"[{'score': 0.617066, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
@elonmusk the person who learned Making Rocket with the help of book. Launched Electric vehicles without any formal Degree. Now I am Hoping he ll launch #COVID19 Vaccine soon. I think busy in Reading book related to this. ,2020-05-06 09:09:39+00:00,0,1,#COVID19,Delhi,the person who learned Making Rocket with the help of book Launched Electric vehicles without any formal Degree Now I am Hoping he ll launch COVID19 Vaccine soon I think busy in Reading book related to this,"[{'score': 0.610546, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.841451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.539235, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,1.0,,
"@HandSinEU @WHO @aniljauhri WHO and the Indian govt #COVID19 is asking for the PPE, they are asking for the EU standard directive 86/686/EEC for goggles and face shield. Maybe the correct guideline is reguliation (EC) 2016/425 on PPE and repealing council directive 89/686/EEC",2020-05-06 09:09:31+00:00,0,0,#COVID19,Delhi,WHO and the Indian govt COVID19 is asking for the PPE they are asking for the EU standard directive 86 686 EEC for goggles and face shield Maybe the correct guideline is reguliation EC 2016 425 on PPE and repealing council directive 89 686 EEC,"[{'score': 0.531655, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"#Indian #Tech #Industry delivering ""essential services"" to ensure #Global #BusinessContinuity &amp; #ValueCreation. Read all about it here. #COVID19 #WorldFightsCorona",2020-05-06 08:48:46+00:00,1,2,#Indian #Tech #Industry #Global #BusinessContinuity #ValueCreation #COVID19 #WorldFightsCorona,Delhi,Indian Tech Industry delivering essential services to ensure Global BusinessContinuity amp ValueCreation Read all about it here COVID19 WorldFightsCorona,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
#Repost lakmefashionwk • • • • • • Learn how to make a perfect one-shoulder dress using the button masala technique with Anuj Sharma. #LakmeFashionWeek #LFWSkillShare #LFW #5DaysOfFashion #Coronavirus #covid19… https://www.instagram.com/p/B_1xLGrAmu7/?igshid=1mwd72u4e264f,2020-05-06 08:45:36+00:00,0,0,#Repost #LakmeFashionWeek #LFWSkillShare #LFW #5DaysOfFashion #Coronavirus #covid19,Delhi,Repost lakmefashionwk Learn how to make a perfect one shoulder dress using the button masala technique with Anuj Sharma LakmeFashionWeek LFWSkillShare LFW 5DaysOfFashion Coronavirus covid19,"[{'score': 0.807859, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,1.0,,,,
